,Unnamed: 0,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,Replicates,Reference,Comment,try_Snippet,Source,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
39456,153445,443,The China Plant Trait Database,Alhagi sparsifolia,65399,Alhagi sparsifolia,2763200,25586154,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",,,,,
39507,153930,443,The China Plant Trait Database,Serratula marginata,97573,Serratula marginata,2763208,25586953,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Klasea marginata,Klasea marginata,227329-1,227329-1,Species
39570,154427,443,The China Plant Trait Database,Nanophyton erinaceum,37730,Nanophyton erinaceum,2763221,25588146,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Nanophyton erinaceum,Nanophyton erinaceum,166172-1,166172-1,Species
39597,154640,443,The China Plant Trait Database,Agriophyllum squarrosum,1822,Agriophyllum squarrosum,2763229,25588836,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Corispermum squarrosum,Corispermum squarrosum,165456-1,165456-1,Species
39601,154644,443,The China Plant Trait Database,Agriophyllum squarrosum,1822,Agriophyllum squarrosum,2763229,25588846,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Corispermum squarrosum,Corispermum squarrosum,165456-1,165456-1,Species
39660,155137,443,The China Plant Trait Database,Salsola sp.,259064,Salsola,2763237,25589655,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Salsola,,,30012872-2,Genus
39714,155563,443,The China Plant Trait Database,Carlina biebersteinii,10747,Carlina biebersteinii,2763245,25590426,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Carlina biebersteinii,Carlina biebersteinii,189225-1,189225-1,Species
39750,155847,443,The China Plant Trait Database,Echinops sp.,222509,Echinops,2763251,25591002,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Echinops,,,8731-1,Genus
39768,155989,443,The China Plant Trait Database,Serratula marginata,97573,Serratula marginata,2763254,25591286,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial and abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial and abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Klasea marginata,Klasea marginata,227329-1,227329-1,Species
39877,156904,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2763280,25593601,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
39940,157401,443,The China Plant Trait Database,Nanophyton erinaceum,37730,Nanophyton erinaceum,2763287,25594342,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Nanophyton erinaceum,Nanophyton erinaceum,166172-1,166172-1,Species
40116,158817,443,The China Plant Trait Database,Nanophyton erinaceum,37730,Nanophyton erinaceum,2763316,25597127,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Nanophyton erinaceum,Nanophyton erinaceum,166172-1,166172-1,Species
40379,161002,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2763367,25601886,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
40415,161286,443,The China Plant Trait Database,Urtica cannabina,55596,Urtica cannabina,2763373,25602458,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,adaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:adaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Urtica cannabina,Urtica cannabina,857465-1,857465-1,Species
40419,161290,443,The China Plant Trait Database,Urtica cannabina,55596,Urtica cannabina,2763373,25602468,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Urtica cannabina,Urtica cannabina,857465-1,857465-1,Species
40433,161428,443,The China Plant Trait Database,Caragana microphylla,10248,Caragana microphylla,2763377,25602813,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Caragana microphylla,Caragana microphylla,483860-1,483860-1,Species
40491,161858,443,The China Plant Trait Database,Rosa sp.,257867,Rosa,2763391,25604068,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rosa,,,30002432-2,Genus
40514,162067,443,The China Plant Trait Database,Berberis sp.,208716,Berberis,2763395,25604451,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Berberis,,,328526-2,Genus
40518,162071,443,The China Plant Trait Database,Berberis sp.,208716,Berberis,2763395,25604461,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Berberis,,,328526-2,Genus
40536,162213,443,The China Plant Trait Database,Rosa sp.,257867,Rosa,2763397,25604669,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Rosa,,,30002432-2,Genus
40545,162284,443,The China Plant Trait Database,Alhagi sparsifolia,65399,Alhagi sparsifolia,2763398,25604777,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",,,,,
40563,162426,443,The China Plant Trait Database,Lycium ruthenicum,34565,Lycium ruthenicum,2763400,25604991,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Lycium ruthenicum,Lycium ruthenicum,816609-1,816609-1,Species
40836,164689,443,The China Plant Trait Database,Acacia pennata,520,Acacia pennata,2763452,25609825,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Stem thorns,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem thorny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Senegalia pennata,Senegalia pennata,77125575-1,77125575-1,Species
41011,166218,443,The China Plant Trait Database,Justicia patentiflora,335875,Justicia patentiflora,2763472,25612413,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,abaxial,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:abaxial,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Justicia patentiflora,Justicia patentiflora,51299-1,51299-1,Species
41232,168071,443,The China Plant Trait Database,Ziziphus fungii,101631,Ziziphus fungii,2763496,25615557,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Stem thorns,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem thorny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Ziziphus fungii,Ziziphus fungii,719199-1,719199-1,Species
41285,168532,443,The China Plant Trait Database,Benkara sinensis,208710,Benkara sinensis,2763502,25616338,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2504,Stem spiny,Stem spines,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem spiny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Benkara sinensis,Benkara sinensis,60453100-2,60453100-2,Species
41290,168605,443,The China Plant Trait Database,Betula alnoides,7320,Betula alnoides,2763503,25616459,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Betula alnoides,Betula alnoides,295031-1,295031-1,Species
41308,168759,443,The China Plant Trait Database,Campylotropis pinetorum,292654,Campylotropis pinetorum,2763505,25616721,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,terminal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:terminal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Campylotropis pinetorum,Campylotropis pinetorum,483580-1,483580-1,Species
41322,168841,443,The China Plant Trait Database,Canthium horridum,77585,Canthium horridum,2763506,25616863,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Stem thorns,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem thorny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Canthium horridum,Canthium horridum,745464-1,745464-1,Species
41371,169298,443,The China Plant Trait Database,Crassocephalum crepidioides,14998,Crassocephalum crepidioides,2763512,25617630,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Crassocephalum crepidioides,Crassocephalum crepidioides,199488-1,199488-1,Species
41394,169457,443,The China Plant Trait Database,Dalbergia pinnata,67172,Dalbergia pinnata,2763514,25617903,1256.0,"Stem emergences (pubescence, hairs, spines, thorns)",2505,Stem thorny,Stem thorns,yes,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Stem thorny:yes,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Dalbergia pinnata,Dalbergia pinnata,490399-1,490399-1,Species
41461,170068,443,The China Plant Trait Database,Meliosma arnottiana,90315,Meliosma arnottiana,2763522,25618939,677.0,"Leaf emergences (pubescence, pruinescence, hairs, spines, thorns)",6955,Leaf spines,Leaf spines,marginal,,,,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",,Leaf spines:marginal,"TRY (Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819)",Meliosma arnottiana,Meliosma arnottiana,776171-1,776171-1,Species
