,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
267,Leptadenia reticulata (Retz.) Wight & Arn.,Leptadenia,reticulata (Retz.) Wight & Arn.,1.0,1.0,199,,,,,,,Apocynaceae,Leptadenia reticulata,Leptadenia reticulata,20009712-1,20009712-1,Species,Manual
268,Leuconotis eugeniifolia (Wall. ex G. Don) A. DC.,Leuconotis,eugeniifolia (Wall. ex G. Don) A. DC.,1.0,1.0,308,,,,,1.0,122,Apocynaceae,Leuconotis eugeniifolia,Leuconotis eugeniifolia,77177343-1,77177343-1,Species,Manual
269,Leuconotis griffithii Hook. f.,Leuconotis,griffithii Hook. f.,1.0,1.0,123,,,,,1.0,123,Apocynaceae,Leuconotis griffithii,Leuconotis griffithii,79773-1,79773-1,Species,Manual
270,Macoubea guianensis Aubl.,Macoubea,guianensis Aubl.,1.0,1.0,202,,,,,,,Apocynaceae,Macoubea guianensis,Macoubea guianensis,79852-1,79852-1,Species,Manual
271,"Macropharynx isthmica (Woodson) J. F. Morales, M. E. Endress & Liede",Macropharynx,"isthmica (Woodson) J. F. Morales, M. E. Endress & Liede",1.0,1.0,144,,,,,,,Apocynaceae,Macropharynx isthmica,Macropharynx isthmica,77165026-1,77165026-1,Species,Manual
272,"Macropharynx peltata (Vell.) J. F. Morales, M. E. Endress & Liede",Macropharynx,"peltata (Vell.) J. F. Morales, M. E. Endress & Liede",1.0,1.0,144,,,,,,,Apocynaceae,Macropharynx peltata,Macropharynx peltata,77165028-1,77165028-1,Species,Manual
273,Malouetia arborea (Vell.) Miers,Malouetia,arborea (Vell.) Miers,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia arborea,Malouetia arborea,79888-1,79888-1,Species,Manual
274,Malouetia bequaertiana Woodson,Malouetia,bequaertiana Woodson,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia bequaertiana,Malouetia bequaertiana,79890-1,79890-1,Species,Manual
275,Malouetia glandulifera Miers,Malouetia,glandulifera Miers,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia glandulifera,Malouetia glandulifera,79898-1,79898-1,Species,Manual
276,Malouetia tamaquarina (Aubl.) A. DC.,Malouetia,tamaquarina (Aubl.) A. DC.,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia tamaquarina,Malouetia tamaquarina,79926-1,79926-1,Species,Manual
277,Mandevilla boliviensis (J. J. Veitch),Mandevilla,boliviensis (J. J. Veitch),1.0,1.0,144,,,,,,,Apocynaceae,Mandevilla boliviensis,Mandevilla boliviensis,151935-2,151935-2,Species,Manual
278,Mandevilla illustris (Vell.) Woodson,Mandevilla,illustris (Vell.) Woodson,,,,,,,,,,Apocynaceae,Mandevilla illustris,Mandevilla illustris,151981-2,151981-2,Species,Manual
279,Mandevilla pentlandiana (DC.) Woodson,Mandevilla,pentlandiana (DC.) Woodson,,,,,,,,,,Apocynaceae,Mandevilla pentlandiana,Mandevilla pentlandiana,152033-2,152033-2,Species,Manual
280,Mandevilla pohliana (Stadelm.) A.H.Gentry,Mandevilla,pohliana (Stadelm.) A.H.Gentry,,,,,,,,,,Apocynaceae,Mandevilla pohliana,Mandevilla pohliana,280388-2,280388-2,Species,Manual
281,Mandevilla sanderi (Hemsl.),Mandevilla,sanderi (Hemsl.),1.0,,143,,,,,,,Apocynaceae,Mandevilla sanderi,Mandevilla sanderi,152049-2,152049-2,Species,Manual
282,Marsdenia cundurango Rchb. f.,Marsdenia,cundurango Rchb. f.,1.0,1.0,205,,,,,,,Apocynaceae,Marsdenia cundurango,Marsdenia cundurango,99126-1,99126-1,Species,Manual
283,Marsdenia edulis S. Watson,Marsdenia,edulis S. Watson,1.0,1.0,154,,,,,,,Apocynaceae,Marsdenia edulis,Marsdenia edulis,153556-2,153556-2,Species,Manual
284,Marsdenia flavescens A.Cunn. ex Hook.,Marsdenia,flavescens A.Cunn. ex Hook.,,,,,,,,,,Apocynaceae,Marsdenia flavescens,Marsdenia flavescens,99150-1,99150-1,Species,Manual
285,Marsdenia formosana Masam.,Marsdenia,formosana Masam.,,,,,,,,,,Apocynaceae,Marsdenia formosana,Marsdenia formosana,99153-1,99153-1,Species,Manual
286,Marsdenia gazensis S.Moore,Marsdenia,gazensis S.Moore,,,,,,,,,,Apocynaceae,Marsdenia gazensis,Marsdenia gazensis,99158-1,99158-1,Species,Manual
287,Marsdenia glabra Constantin,Marsdenia,glabra Constantin,1.0,1.0,144,,,,,,,Apocynaceae,Marsdenia glabra,Marsdenia glabra,99160-1,99160-1,Species,Manual
288,Marsdenia hainanensis Tsiang,Marsdenia,hainanensis Tsiang,,,,,,,,,,Apocynaceae,Marsdenia hainanensis,Marsdenia hainanensis,99177-1,99177-1,Species,Manual
289,Marsdenia incisa P.T. Li & Y.H. Li,Marsdenia,incisa P.T. Li & Y.H. Li,,,,,,,,,,Apocynaceae,Marsdenia incisa,Marsdenia incisa,900257-1,900257-1,Species,Manual
290,Marsdenia koi Tsiang,Marsdenia,koi Tsiang,,,,,,,,,,Apocynaceae,Marsdenia koi,Marsdenia koi,99193-1,99193-1,Species,Manual
291,Marsdenia latifolia (Benth.) K. Schum,Marsdenia,latifolia (Benth.) K. Schum,1.0,1.0,154,1.0,"S, R [151]",,,1.0,151,Apocynaceae,Marsdenia latifolia,Marsdenia latifolia,99198-1,99198-1,Species,Manual
292,Marsdenia oreophila W.W. Sm.,Marsdenia,oreophila W.W. Sm.,,,,,,,,,,Apocynaceae,Marsdenia oreophila,Marsdenia oreophila,99243-1,99243-1,Species,Manual
293,Marsdenia rostrata R. Br.,Marsdenia,rostrata R. Br.,1.0,1.0,81,,,,,,,Apocynaceae,Marsdenia rostrata,Marsdenia rostrata,99275-1,99275-1,Species,Manual
294,Marsdenia roylei Wight,Marsdenia,roylei Wight,,,,,,,,,,Apocynaceae,Marsdenia roylei,Marsdenia roylei,99281-1,99281-1,Species,Manual
295,Marsdenia taylorii Schltr. & Rendle,Marsdenia,taylorii Schltr. & Rendle,,,,,,,,,,Apocynaceae,Marsdenia taylorii,Marsdenia taylorii,99317-1,99317-1,Species,Manual
296,Marsdenia tenacissima (Roxb.) Moon,Marsdenia,tenacissima (Roxb.) Moon,1.0,1.0,206,,,,,,,Apocynaceae,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,99319-1,Species,Manual
297,Marsdenia tinctoria R. Br.,Marsdenia,tinctoria R. Br.,1.0,1.0,"144, 337",,,,,,,Apocynaceae,Marsdenia tinctoria,Marsdenia tinctoria,99325-1,99325-1,Species,Manual
298,Marsdenia tomentosa C. Morren & Decne.,Marsdenia,tomentosa C. Morren & Decne.,1.0,1.0,"340, 341",,,,,,,Apocynaceae,Marsdenia tomentosa,Marsdenia tomentosa,99328-1,99328-1,Species,Manual
299,Melodinus acutiflorus F. Muell.,Melodinus,acutiflorus F. Muell.,1.0,1.0,211,,,,,,,Apocynaceae,Melodinus acutiflorus,Melodinus acutiflorus,80158-1,80158-1,Species,Manual
300,Melodinus aeneus Baill.,Melodinus,aeneus Baill.,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus aeneus,Melodinus aeneus,80160-1,80160-1,Species,Manual
301,Melodinus angustifolius Hayata,Melodinus,angustifolius Hayata,1.0,,143,,,,,,,Apocynaceae,Melodinus angustifolius,Melodinus angustifolius,80161-1,80161-1,Species,Manual
302,Melodinus australis (F. Muell.) Pierre,Melodinus,australis (F. Muell.) Pierre,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus australis,Melodinus australis,80164-1,80164-1,Species,Manual
303,Melodinus axillaris W. T. Wang,Melodinus,axillaris W. T. Wang,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus axillaris,Melodinus axillaris,80166-1,80166-1,Species,Manual
304,Melodinus balansae Baill.,Melodinus,balansae Baill.,1.0,1.0,212,,,,,,,Apocynaceae,Melodinus balansae,Melodinus balansae,80169-1,80169-1,Species,Manual
305,Melodinus cochinchinensis (Lour.) Merr.,Melodinus,cochinchinensis (Lour.) Merr.,1.0,1.0,150,,,,,,,Apocynaceae,Melodinus cochinchinensis,Melodinus cochinchinensis,80183-1,80183-1,Species,Manual
306,Melodinus fusiformis Champ. ex Benth.,Melodinus,fusiformis Champ. ex Benth.,1.0,1.0,201,,,,,,,Apocynaceae,Melodinus fusiformis,Melodinus fusiformis,80201-1,80201-1,Species,Manual
307,Melodinus philliraeoides Labill.,Melodinus,philliraeoides Labill.,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus philliraeoides,Melodinus philliraeoides,80246-1,80246-1,Species,Manual
308,Melodinus reticulatus Boiteau,Melodinus,reticulatus Boiteau,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus reticulatus,Melodinus reticulatus,80249-1,80249-1,Species,Manual
309,Melodinus scandens J.R.Forst & G.Forst,Melodinus,scandens J.R.Forst & G.Forst,1.0,1.0,209,,,,,,,Apocynaceae,Melodinus scandens,Melodinus scandens,80253-1,80253-1,Species,Manual
310,Melodinus tenuicaudatus Tsiang & P. T. Li,Melodinus,tenuicaudatus Tsiang & P. T. Li,1.0,1.0,208,,,,,,,Apocynaceae,Melodinus tenuicaudatus,Melodinus tenuicaudatus,80259-1,80259-1,Species,Manual
311,Metastelma harleyi Fontella,Metastelma,harleyi Fontella,1.0,1.0,144,,,,,,,Apocynaceae,Metastelma harleyi,Metastelma harleyi,280817-2,280817-2,Species,Manual
312,Microplumeria anomala (Müll. Arg.) Markgr.,Microplumeria,anomala (Müll. Arg.) Markgr.,1.0,1.0,213,,,,,,,Apocynaceae,Microplumeria anomala,Microplumeria anomala,80344-1,80344-1,Species,Manual
313,Minaria magisteriana (Rapini) T. U. P. Konno & Rapini,Minaria,magisteriana (Rapini) T. U. P. Konno & Rapini,1.0,1.0,144,,,,,,,Apocynaceae,Minaria magisteriana,Minaria magisteriana,77074595-1,77074595-1,Species,Manual
314,Mondia whitei (Hook. f.) Skeels,Mondia,whitei (Hook. f.) Skeels,,,,1.0,R [103],,,0.0,214,Apocynaceae,Mondia whitei,Mondia whitei,99812-1,99812-1,Species,Manual
315,Monolluma quadrangula (Forssk.) Plowes,Monolluma,quadrangula (Forssk.) Plowes,,,,,,,,0.0,173,Apocynaceae,Monolluma quadrangula,Monolluma quadrangula,986817-1,986817-1,Species,Manual
316,Motandra paniculata (Poir.) I. M. Turner,Motandra,paniculata (Poir.) I. M. Turner,,,,1.0,L [147],,,0.0,147,Apocynaceae,Motandra paniculata,Motandra paniculata,77158413-1,77158413-1,Species,Manual
317,Myriopteron extensum (Wight) K.Schum.,Myriopteron,extensum (Wight) K.Schum.,,,,,,,,,,Apocynaceae,Myriopteron extensum,Myriopteron extensum,99829-1,99829-1,Species,Manual
318,Nerium oleander L.,Nerium,oleander L.,1.0,1.0,116,1.0,[79],1.0,[79],,,Apocynaceae,Nerium oleander,Nerium oleander,80460-1,80460-1,Species,Manual
319,Ochrosia acuminata Trimen ex Valeton,Ochrosia,acuminata Trimen ex Valeton,1.0,1.0,219,,,,,1.0,KN/300,Apocynaceae,Ochrosia acuminata,Ochrosia acuminata,80487-1,80487-1,Species,Manual
320,Ochrosia alyxioides Guillaumin,Ochrosia,alyxioides Guillaumin,1.0,1.0,225,,,,,,,Apocynaceae,Ochrosia alyxioides,Ochrosia alyxioides,80488-1,80488-1,Species,Manual
321,Ochrosia borbonica J. F. Gmel.,Ochrosia,borbonica J. F. Gmel.,1.0,1.0,217,,,,,,,Apocynaceae,Ochrosia borbonica,Ochrosia borbonica,80491-1,80491-1,Species,Manual
322,Ochrosia coccinea (Teijsm. & Binn.) Miq.,Ochrosia,coccinea (Teijsm. & Binn.) Miq.,1.0,,143,,,,,,,Apocynaceae,Ochrosia coccinea,Ochrosia coccinea,80495-1,80495-1,Species,Manual
323,Ochrosia compta K. Schum.,Ochrosia,compta K. Schum.,1.0,1.0,222,,,,,,,Apocynaceae,Ochrosia compta,Ochrosia compta,80497-1,80497-1,Species,Manual
324,Ochrosia elliptica Labill.,Ochrosia,elliptica Labill.,1.0,1.0,216,,,,,1.0,KN/300,Apocynaceae,Ochrosia elliptica,Ochrosia elliptica,80500-1,80500-1,Species,Manual
325,Ochrosia glomerata (Blume) F. Muell,Ochrosia,glomerata (Blume) F. Muell,,,,,,,,1.0,215,Apocynaceae,Ochrosia glomerata,Ochrosia glomerata,77177054-1,77177054-1,Species,Manual
326,Ochrosia kilneri,Ochrosia,kilneri,,,,,,,,1.0,KN/336,Apocynaceae,Ochrosia kilneri,Ochrosia kilneri,80515-1,80515-1,Species,Manual
327,Ochrosia lifuana Guillaumin,Ochrosia,lifuana Guillaumin,1.0,1.0,KN,,,,,1.0,KN/336,Apocynaceae,Ochrosia lifuana,Ochrosia lifuana,80519-1,80519-1,Species,Manual
328,Ochrosia miana Baill. ex Guillaumin,Ochrosia,miana Baill. ex Guillaumin,1.0,1.0,"KN, 220",,,,,1.0,KN/336,Apocynaceae,Ochrosia miana,Ochrosia miana,80524-1,80524-1,Species,Manual
329,Ochrosia moorei (F. Muell.) Benth.,Ochrosia,moorei (F. Muell.) Benth.,1.0,1.0,226,,,,,1.0,258,Apocynaceae,Ochrosia moorei,Ochrosia moorei,80527-1,80527-1,Species,Manual
330,Ochrosia mulsantii Montrouz.,Ochrosia,mulsantii Montrouz.,1.0,1.0,218,,,,,,,Apocynaceae,Ochrosia mulsantii,Ochrosia mulsantii,80528-1,80528-1,Species,Manual
331,Ochrosia nakaiana (Koidz.) Koidz. ex H. Hara,Ochrosia,nakaiana (Koidz.) Koidz. ex H. Hara,1.0,1.0,224,,,,,,,Apocynaceae,Ochrosia nakaiana,Ochrosia nakaiana,80530-1,80530-1,Species,Manual
332,Ochrosia oppositifolia (Lam.) K. Schum.,Ochrosia,oppositifolia (Lam.) K. Schum.,1.0,1.0,201,,,,,,,Apocynaceae,Ochrosia oppositifolia,Ochrosia oppositifolia,80534-1,80534-1,Species,Manual
333,Ochrosia poweri F. M. Bailey,Ochrosia,poweri F. M. Bailey,1.0,1.0,"KN, 223",,,,,,,Apocynaceae,Ochrosia poweri,Ochrosia poweri,80538-1,80538-1,Species,Manual
334,Ochrosia silvatica Däniker,Ochrosia,silvatica Däniker,1.0,1.0,221,,,,,,,Apocynaceae,Ochrosia silvatica,Ochrosia silvatica,80545-1,80545-1,Species,Manual
335,Ochrosia vitiensis,Ochrosia,vitiensis,,,,,,,,1.0,KN/300,Apocynaceae,Ochrosia vitiensis,Ochrosia vitiensis,80554-1,80554-1,Species,Manual
336,Oncinotis nitida Benth.,Oncinotis,nitida Benth.,1.0,1.0,228,,,,,,,Apocynaceae,Oncinotis nitida,Oncinotis nitida,80635-1,80635-1,Species,Manual
337,Oncinotis tenuiloba Stapf,Oncinotis,tenuiloba Stapf,1.0,1.0,227,,,,,,,Apocynaceae,Oncinotis tenuiloba,Oncinotis tenuiloba,80641-1,80641-1,Species,Manual
338,Orbea variegata (L.) Haw.,Orbea,variegata (L.) Haw.,,,,,,,,,,Apocynaceae,Orbea variegata,Orbea variegata,99924-1,99924-1,Species,Manual
339,Orthanthera viminea Wight,Orthanthera,viminea Wight,,,,,,,,,,Apocynaceae,Orthanthera viminea,Orthanthera viminea,99950-1,99950-1,Species,Manual
340,Oxypetalum banksii R. Br. ex Schult.,Oxypetalum,banksii R. Br. ex Schult.,1.0,1.0,53,,,,,,,Apocynaceae,Oxypetalum banksii,Oxypetalum banksii,179274-2,179274-2,Species,Manual
341,Oxystelma esculentum (L. f.) Sm.,Oxystelma,esculentum (L. f.) Sm.,,,,,,,,,,Apocynaceae,Oxystelma esculentum,Oxystelma esculentum,60458242-2,60458242-2,Species,Manual
342,Pachycarpus distinctus (N. E. Br) Bullock,Pachycarpus,distinctus (N. E. Br) Bullock,,,,,,,,,,Apocynaceae,Pachycarpus distinctus,Pachycarpus distinctus,100226-1,100226-1,Species,Manual
343,Pachycarpus lineolatus (Decne.) Bullock,Pachycarpus,lineolatus (Decne.) Bullock,,,,,,,,,,Apocynaceae,Pachycarpus lineolatus,Pachycarpus lineolatus,100241-1,100241-1,Species,Manual
344,Pachycarpus schinzianus (Schltr.) N. E. Br.,Pachycarpus,schinzianus (Schltr.) N. E. Br.,,,,,,,,,,Apocynaceae,Pachycarpus schinzianus,Pachycarpus schinzianus,100257-1,100257-1,Species,Manual
345,Pachypodium lamerei Drake,Pachypodium,lamerei Drake,1.0,1.0,229,,,,,,,Apocynaceae,Pachypodium lamerei,Pachypodium lamerei,80705-1,80705-1,Species,Manual
346,Parahancornia fasciculata (Poir.) Benoist,Parahancornia,fasciculata (Poir.) Benoist,1.0,1.0,230,1.0,[42],,,0.0,42,Apocynaceae,Parahancornia fasciculata,Parahancornia fasciculata,182946-2,182946-2,Species,Manual
347,Parepigynum funingense Tsiang et P. T. Li,Parepigynum,funingense Tsiang et P. T. Li,,,,,,,,,,Apocynaceae,Parepigynum funingense,Parepigynum funingense,80864-1,80864-1,Species,Manual
348,Parsonsia alboflavescens (Denst.) Mabb.,Parsonsia,alboflavescens (Denst.) Mabb.,1.0,1.0,"KN, 143, 330",,,,,,,Apocynaceae,Parsonsia alboflavescens,Parsonsia alboflavescens,80868-1,80868-1,Species,Manual
349,Parsonsia eucalyptophylla F. Muell.,Parsonsia,eucalyptophylla F. Muell.,1.0,1.0,"KN, 143, 330",,,,,,,Apocynaceae,Parsonsia eucalyptophylla,Parsonsia eucalyptophylla,80910-1,80910-1,Species,Manual
350,Parsonsia heterophylla A. Cunn.,Parsonsia,heterophylla A. Cunn.,1.0,1.0,"KN, 143",,,,,,,Apocynaceae,Parsonsia heterophylla,Parsonsia heterophylla,80926-1,80926-1,Species,Manual
351,Parsonsia oligantha (K. Schum.) D. J. Middleton,Parsonsia,oligantha (K. Schum.) D. J. Middleton,1.0,1.0,143,,,,,,,Apocynaceae,Parsonsia oligantha,Parsonsia oligantha,995742-1,995742-1,Species,Manual
352,Parsonsia straminea (R. Br.) F. Muell,Parsonsia,straminea (R. Br.) F. Muell,1.0,1.0,"KN, 143, 331",,,,,,,Apocynaceae,Parsonsia straminea,Parsonsia straminea,50061-3,50061-3,Species,Manual
353,Pattalias palustris (Pursh) Fishbein,Pattalias,palustris (Pursh) Fishbein,1.0,1.0,144,,,,,,,Apocynaceae,Pattalias palustris,Pattalias palustris,77174448-1,77174448-1,Species,Manual
354,Pentalinon andrieuxii (Müll. Arg.) B. F. Hansen & Wunderlin,Pentalinon,andrieuxii (Müll. Arg.) B. F. Hansen & Wunderlin,,,,,,,,0.0,231,Apocynaceae,Pentalinon andrieuxii,Pentalinon andrieuxii,942488-1,942488-1,Species,Manual
355,Pentalinon luteum (L.) B.F.Hansen & Wunderlin,Pentalinon,luteum (L.) B.F.Hansen & Wunderlin,1.0,,143,,,,,,,Apocynaceae,Pentalinon luteum,Pentalinon luteum,942487-1,942487-1,Species,Manual
356,Pentatropis capensis (L. f.) Bullock,Pentatropis,capensis (L. f.) Bullock,1.0,1.0,119,,,,,,,Apocynaceae,Pentatropis capensis,Pentatropis capensis,100315-1,100315-1,Species,Manual
357,Pentopetia albicans (Jum. & H. Perrier) Klack.,Pentopetia,albicans (Jum. & H. Perrier) Klack.,1.0,0.0,284,,,,,,,Apocynaceae,Pentopetia albicans,Pentopetia albicans,1011612-1,1011612-1,Species,Manual
358,Pentopetia androsaemifolia Decne.,Pentopetia,androsaemifolia Decne.,,,,,,,,,,Apocynaceae,Pentopetia androsaemifolia,Pentopetia androsaemifolia,100332-1,100332-1,Species,Manual
359,Peplonia adnata (E. Fourn.) U. C. S. Silva & Rapini,Peplonia,adnata (E. Fourn.) U. C. S. Silva & Rapini,1.0,1.0,144,,,,,,,Apocynaceae,Peplonia adnata,Peplonia adnata,77130384-1,77130384-1,Species,Manual
360,Peplonia axillaris (Vell.) Fontella & Rapini,Peplonia,axillaris (Vell.) Fontella & Rapini,1.0,1.0,53,,,,,,,Apocynaceae,Peplonia axillaris,Peplonia axillaris,77064982-1,77064982-1,Species,Manual
361,Pergularia daemia (Forssk.) Chiov.,Pergularia,daemia (Forssk.) Chiov.,1.0,1.0,119,1.0,"R, L [148]",,,0.0,165,Apocynaceae,Pergularia daemia,Pergularia daemia,100371-1,100371-1,Species,Manual
362,Pergularia daemia subsp. daemia,Pergularia,daemia subsp. daemia,1.0,1.0,234,,,,,,,Apocynaceae,Pergularia daemia subsp. daemia,Pergularia daemia,100371-1,77172919-1,Subspecies,Manual
363,Pergularia tomentosa L.,Pergularia,tomentosa L.,1.0,1.0,235,,,,,,,Apocynaceae,Pergularia tomentosa,Pergularia tomentosa,100411-1,100411-1,Species,Manual
364,Periploca calophylla (Wight) Falc.,Periploca,calophylla (Wight) Falc.,,,,,,,,,,Apocynaceae,Periploca calophylla,Periploca calophylla,100435-1,100435-1,Species,Manual
365,"Periploca chrysantha D.S. Yao, X.D. Chen & J.W. Ren",Periploca,"chrysantha D.S. Yao, X.D. Chen & J.W. Ren",,,,,,,,,,Apocynaceae,Periploca chrysantha,Periploca chrysantha,20007318-1,20007318-1,Species,Manual
366,Periploca forrestii Schltr.,Periploca,forrestii Schltr.,,,,,,,,,,Apocynaceae,Periploca forrestii,Periploca forrestii,100454-1,100454-1,Species,Manual
367,Periploca graeca L.,Periploca,graeca L.,,,,,,,,,,Apocynaceae,Periploca graeca,Periploca graeca,100459-1,100459-1,Species,Manual
368,Periploca hydaspidis Falc.,Periploca,hydaspidis Falc.,1.0,1.0,236,,,,,,,Apocynaceae,Periploca hydaspidis,Periploca hydaspidis,100463-1,100463-1,Species,Manual
369,Periploca linearifolia Quart.-Dill. & A. Rich,Periploca,linearifolia Quart.-Dill. & A. Rich,,,,1.0,B [103],,,0.0,34,Apocynaceae,Periploca linearifolia,Periploca linearifolia,100470-1,100470-1,Species,Manual
370,Periploca sepium Bunge,Periploca,sepium Bunge,,,,,,,,,,Apocynaceae,Periploca sepium,Periploca sepium,100502-1,100502-1,Species,Manual
371,Periploca somaliensis Browicz,Periploca,somaliensis Browicz,,,,,,,,0.0,91,Apocynaceae,Periploca somaliensis,Periploca somaliensis,100504-1,100504-1,Species,Manual
372,Petchia ceylanica (Wight) Livera,Petchia,ceylanica (Wight) Livera,1.0,1.0,238,,,,,,,Apocynaceae,Petchia ceylanica,Petchia ceylanica,81104-1,81104-1,Species,Manual
373,Petchia cryptophlebia (Baker) Leeuwenb.,Petchia,cryptophlebia (Baker) Leeuwenb.,1.0,1.0,279,1.0,[279],,,,,Apocynaceae,Petchia cryptophlebia,Petchia cryptophlebia,997251-1,997251-1,Species,Manual
374,Petchia erythrocarpa (Vatke) Leeuwenb.,Petchia,erythrocarpa (Vatke) Leeuwenb.,,,,1.0,B [278],,,,,Apocynaceae,Petchia erythrocarpa,Petchia erythrocarpa,997252-1,997252-1,Species,Manual
375,Picralima nitida (Stapf) T. Durand & H. Durand,Picralima,nitida (Stapf) T. Durand & H. Durand,1.0,1.0,128,1.0,"R, SB, Se [128] [322,323]",,,0.0,239,Apocynaceae,Picralima nitida,Picralima nitida,81115-1,81115-1,Species,Manual
376,Plectaneia thouarsii Roem. & Schult.,Plectaneia,thouarsii Roem. & Schult.,,,,,,,,1.0,326,Apocynaceae,Plectaneia thouarsii,Plectaneia thouarsii,81132-1,81132-1,Species,Manual
377,Pleiocarpa mutica Benth.,Pleiocarpa,mutica Benth.,1.0,1.0,"KN, 240, 241",1.0,R [241],1.0,R [241],0.0,240,Apocynaceae,Pleiocarpa mutica,Pleiocarpa mutica,81143-1,81143-1,Species,Manual
378,Pleiocarpa pycnantha (K. Schum.) Stapf,Pleiocarpa,pycnantha (K. Schum.) Stapf,1.0,1.0,241,,,,,,,Apocynaceae,Pleiocarpa pycnantha,Pleiocarpa pycnantha,81144-1,81144-1,Species,Manual
379,Pleiocarpa rostrata Benth.,Pleiocarpa,rostrata Benth.,1.0,1.0,241,,,,,,,Apocynaceae,Pleiocarpa rostrata,Pleiocarpa rostrata,81145-1,81145-1,Species,Manual
380,Pleioceras barteri Baill.,Pleioceras,barteri Baill.,1.0,1.0,207,,,,,,,Apocynaceae,Pleioceras barteri,Pleioceras barteri,81155-1,81155-1,Species,Manual
381,Plumeria alba L.,Plumeria,alba L.,,,,1.0,"[79, 327]",,,0.0,88,Apocynaceae,Plumeria alba,Plumeria alba,81171-1,81171-1,Species,Manual
382,Plumeria obtusa L.,Plumeria,obtusa L.,1.0,1.0,116,,,,,,,Apocynaceae,Plumeria obtusa,Plumeria obtusa,81256-1,81256-1,Species,Manual
383,Plumeria pudica Jacq.,Plumeria,pudica Jacq.,1.0,1.0,244,,,,,,,Apocynaceae,Plumeria pudica,Plumeria pudica,81268-1,81268-1,Species,Manual
384,Plumeria rubra L.,Plumeria,rubra L.,1.0,1.0,140,1.0,B [261],1.0,"B, R [79]",1.0,242,Apocynaceae,Plumeria rubra,Plumeria rubra,81275-1,81275-1,Species,Manual
385,Plumeria sericifolia C. Wright ex Griseb.,Plumeria,sericifolia C. Wright ex Griseb.,1.0,1.0,243,,,,,,,Apocynaceae,Plumeria sericifolia,Plumeria sericifolia,204004-2,204004-2,Species,Manual
386,Pottsia laxiflora,Pottsia,laxiflora,,,,,,,,,,Apocynaceae,Pottsia laxiflora,Pottsia laxiflora,81319-1,81319-1,Species,Manual
387,Prestonia amabilis J. F. Morales,Prestonia,amabilis J. F. Morales,1.0,1.0,333,,,,,,,Apocynaceae,Prestonia amabilis,Prestonia amabilis,60436267-2,60436267-2,Species,Manual
388,Prestonia amazonica (Benth. ex Müll. Arg.) J. F. Macbr.,Prestonia,amazonica (Benth. ex Müll. Arg.) J. F. Macbr.,1.0,1.0,"KN, 245",,,,,,,Apocynaceae,Prestonia amazonica,Prestonia amazonica,81326-1,81326-1,Species,Manual
389,Prestonia coalita (Vell.) Woodson,Prestonia,coalita (Vell.) Woodson,1.0,0.0,334,,,,,,,Apocynaceae,Prestonia coalita,Prestonia coalita,210086-2,210086-2,Species,Manual
390,Prestonia erecta J. F. Morales,Prestonia,erecta J. F. Morales,1.0,1.0,144,,,,,,,Apocynaceae,Prestonia erecta,Prestonia erecta,1006675-1,1006675-1,Species,Manual
391,Prestonia megagros (Vell.) Woodson,Prestonia,megagros (Vell.) Woodson,1.0,1.0,65,,,,,,,Apocynaceae,Prestonia megagros,Prestonia megagros,210124-2,210124-2,Species,Manual
392,Prestonia portobellensis (Beurl.) Woodson,Prestonia,portobellensis (Beurl.) Woodson,1.0,1.0,332,,,,,,,Apocynaceae,Prestonia portobellensis,Prestonia portobellensis,210135-2,210135-2,Species,Manual
393,Prestonia quinquangularis (Jacq.) Spreng.,Prestonia,quinquangularis (Jacq.) Spreng.,1.0,1.0,334,,,,,,,Apocynaceae,Prestonia quinquangularis,Prestonia quinquangularis,81405-1,81405-1,Species,Manual
394,Pteralyxia laurifolia (G. Don) Leeuwenb.,Pteralyxia,laurifolia (G. Don) Leeuwenb.,1.0,1.0,281,,,,,,,Apocynaceae,Pteralyxia laurifolia,Pteralyxia laurifolia,1007058-1,1007058-1,Species,Manual
395,Rauvolfia bahiensis A.DC.,Rauvolfia,bahiensis A.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia bahiensis,Rauvolfia bahiensis,81511-1,81511-1,Species,Manual
396,Rauvolfia balansae (Baill.) Boiteau,Rauvolfia,balansae (Baill.) Boiteau,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia balansae,Rauvolfia balansae,909641-1,909641-1,Species,Manual
