,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
169,Dictyophleba lucida (K. Schum) Pierre,Dictyophleba,lucida (K. Schum) Pierre,1.0,1.0,140,,,,,,,Apocynaceae,Dictyophleba lucida,Dictyophleba lucida,78221-1,78221-1,Species,Manual
170,Diplorhynchus condylocarpon (Müll. Arg.) Pichon,Diplorhynchus,condylocarpon (Müll. Arg.) Pichon,1.0,1.0,KN,1.0,SB [125],,,0.0,100,Apocynaceae,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,78310-1,78310-1,Species,Manual
171,Dischidia formosana Maxim.,Dischidia,formosana Maxim.,1.0,1.0,237,,,,,,,Apocynaceae,Dischidia formosana,Dischidia formosana,96939-1,96939-1,Species,Manual
172,Ditassa eximia Decne.,Ditassa,eximia Decne.,1.0,1.0,144,,,,,,,Apocynaceae,Ditassa eximia,Ditassa eximia,97123-1,97123-1,Species,Manual
173,Ditassa lenheirensis Silveira,Ditassa,lenheirensis Silveira,1.0,1.0,144,,,,,,,Apocynaceae,Ditassa lenheirensis,Ditassa lenheirensis,82462-2,82462-2,Species,Manual
176,Dyera costulata (Miq.) Hook. F.,Dyera,costulata (Miq.) Hook. F.,1.0,1.0,"KN, 90",,,,,1.0,90/KN/336,Apocynaceae,Dyera costulata,Dyera costulata,78323-1,78323-1,Species,Manual
177,Echites panduratus,Echites,panduratus,1.0,1.0,"143, 282",,,,,,,Apocynaceae,Echites panduratus,Echites panduratus,88698-2,88698-2,Species,Manual
178,Echites umbellatus Jacq.,Echites,umbellatus Jacq.,1.0,1.0,"143, 144, 330",,,,,,,Apocynaceae,Echites umbellatus,Echites umbellatus,78821-1,78821-1,Species,Manual
182,Eucorymbia alba Stapf,Eucorymbia,alba Stapf,1.0,1.0,144,,,,,,,Apocynaceae,Eucorymbia alba,Eucorymbia alba,78988-1,78988-1,Species,Manual
183,Fischeria stellata (Vell.) E. Fourn.,Fischeria,stellata (Vell.) E. Fourn.,1.0,1.0,53,1.0,L [316],,,,,Apocynaceae,Fischeria stellata,Fischeria stellata,97427-1,97427-1,Species,Manual
184,Funtumia africana (Benth.) Stapf,Funtumia,africana (Benth.) Stapf,1.0,1.0,346,1.0,"R [148] [325, 328]",,,1.0,"149, 325",Apocynaceae,Funtumia africana,Funtumia africana,79098-1,79098-1,Species,Manual
185,Funtumia elastica (Preuss) Stapf,Funtumia,elastica (Preuss) Stapf,1.0,1.0,145,1.0,SB [147],,,1.0,145,Apocynaceae,Funtumia elastica,Funtumia elastica,79099-1,79099-1,Species,Manual
186,Galactophora schomburgkiana,Galactophora,schomburgkiana,1.0,1.0,144,,,,,,,Apocynaceae,Galactophora schomburgkiana,Galactophora schomburgkiana,106756-2,106756-2,Species,Manual
187,Geissospermum argenteum Woodson,Geissospermum,argenteum Woodson,1.0,1.0,KN,1.0,B [19/20/21] U [311],,,1.0,"20, KN/300",Apocynaceae,Geissospermum argenteum,Geissospermum argenteum,108063-2,108063-2,Species,Manual
188,Geissospermum laeve (Vell.) Miers,Geissospermum,laeve (Vell.) Miers,1.0,1.0,18,1.0,SB [18] B [21] B [319],,,1.0,18,Apocynaceae,Geissospermum laeve,Geissospermum laeve,79123-1,79123-1,Species,Manual
189,Geissospermum reticulatum A. H. Gentry,Geissospermum,reticulatum A. H. Gentry,1.0,1.0,24,1.0,329,,,,,Apocynaceae,Geissospermum reticulatum,Geissospermum reticulatum,277356-2,277356-2,Species,Manual
190,Geissospermum sericeum Miers,Geissospermum,sericeum Miers,1.0,1.0,"KN, 21",1.0,B [21/312],1.0,B [313],1.0,21/296,Apocynaceae,Geissospermum sericeum,Geissospermum sericeum,1006780-1,1006780-1,Species,Manual
191,Geissospermum urceolatum A. H. Gentry,Geissospermum,urceolatum A. H. Gentry,1.0,1.0,45,1.0,329,,,,,Apocynaceae,Geissospermum urceolatum,Geissospermum urceolatum,277357-2,277357-2,Species,Manual
197,Gonioma kamassi E. Mey.,Gonioma,kamassi E. Mey.,1.0,1.0,156,,,,,,,Apocynaceae,Gonioma kamassi,Gonioma kamassi,79133-1,79133-1,Species,Manual
198,Gonioma malagasy Markgr. & Boiteau,Gonioma,malagasy Markgr. & Boiteau,1.0,1.0,155,,,,,0.0,155,Apocynaceae,Gonioma malagasy,Gonioma malagasy,79134-1,79134-1,Species,Manual
199,Gymnema decaisneanum Wight,Gymnema,decaisneanum Wight,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema decaisneanum,Gymnema decaisneanum,98158-1,98158-1,Species,Manual
200,Gymnema elegans Wight & Arn.,Gymnema,elegans Wight & Arn.,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema elegans,Gymnema elegans,98160-1,98160-1,Species,Manual
203,Gymnema latifolium Wall. ex Wight,Gymnema,latifolium Wall. ex Wight,1.0,1.0,158,,,,,,,Apocynaceae,Gymnema latifolium,Gymnema latifolium,98182-1,98182-1,Species,Manual
204,Gymnema sylvestre (Retz.) R. Br. ex Sm.,Gymnema,sylvestre (Retz.) R. Br. ex Sm.,1.0,1.0,119/158,,,,,0.0,101,Apocynaceae,Gymnema sylvestre,Gymnema sylvestre,60454719-2,60454719-2,Species,Manual
205,Gymnema yunnanense Tsiang,Gymnema,yunnanense Tsiang,1.0,1.0,347,,,,,,,Apocynaceae,Gymnema yunnanense,Gymnema yunnanense,98238-1,98238-1,Species,Manual
206,Hancornia speciosa Gomes,Hancornia,speciosa Gomes,1.0,1.0,160,,,,,0.0,66,Apocynaceae,Hancornia speciosa,Hancornia speciosa,328991-2,328991-2,Species,Manual
207,Haplophyton cimicidum A. DC.,Haplophyton,cimicidum A. DC.,1.0,1.0,"KN, 162",,,,,,,Apocynaceae,Haplophyton cimicidum,Haplophyton cimicidum,79244-1,79244-1,Species,Manual
208,Haplophyton crooksi (L. D. Benson) L. D. Benson,Haplophyton,crooksi (L. D. Benson) L. D. Benson,1.0,1.0,"KN, 161",,,,,,,Apocynaceae,Haplophyton crooksii,Haplophyton crooksii,117868-2,117868-2,Species,Manual
209,Hemidesmus indicus (L.) R. Br.,Hemidesmus,indicus (L.) R. Br.,1.0,1.0,"119, 335",,,,,0.0,163,Apocynaceae,Hemidesmus indicus,Hemidesmus indicus,60443873-2,60443873-2,Species,Manual
210,Heterostemma brownii Hayata,Heterostemma,brownii Hayata,1.0,1.0,KN,,,,,,,Apocynaceae,Heterostemma brownii,Heterostemma brownii,98277-1,98277-1,Species,Manual
211,Himatanthus articulatus (Vahl) Woodson,Himatanthus,articulatus (Vahl) Woodson,1.0,1.0,30,1.0,La [19] U [23/28/54],1.0,[311],0.0,22/29,Apocynaceae,Himatanthus articulatus,Himatanthus articulatus,122688-2,122688-2,Species,Manual
212,Himatanthus attenuatus (Benth.) Woodson,Himatanthus,attenuatus (Benth.) Woodson,1.0,1.0,43,,,,,,,Apocynaceae,Himatanthus attenuatus,Himatanthus attenuatus,122689-2,122689-2,Species,Manual
213,Himatanthus bracteatus (A. DC.) Woodson,Himatanthus,bracteatus (A. DC.) Woodson,1.0,1.0,27,1.0,B [313],1.0,B [313],,,Apocynaceae,Himatanthus bracteatus,Himatanthus bracteatus,122690-2,122690-2,Species,Manual
214,Himatanthus drasticus (Mart.) Plumel,Himatanthus,drasticus (Mart.) Plumel,1.0,1.0,31,,,,,,,Apocynaceae,Himatanthus drasticus,Himatanthus drasticus,962260-1,962260-1,Species,Manual
217,Himatanthus tarapotensis (K. Schum. Ex Markgr.) Plumel,Himatanthus,tarapotensis (K. Schum. Ex Markgr.) Plumel,1.0,1.0,44,1.0,329,,,,,Apocynaceae,Himatanthus tarapotensis,Himatanthus tarapotensis,962262-1,962262-1,Species,Manual
218,Holarrhena congolensis Stapf,Holarrhena,congolensis Stapf,1.0,1.0,167,,,,,,,Apocynaceae,Holarrhena congolensis,Holarrhena congolensis,79294-1,79294-1,Species,Manual
219,Holarrhena curtisii King & Gamble,Holarrhena,curtisii King & Gamble,1.0,1.0,168,,,,,,,Apocynaceae,Holarrhena curtisii,Holarrhena curtisii,79297-1,79297-1,Species,Manual
220,Holarrhena floribunda (G. Don) T. Durand & Schinz,Holarrhena,floribunda (G. Don) T. Durand & Schinz,1.0,1.0,"KN, 166",1.0,[200],,,,,Apocynaceae,Holarrhena floribunda,Holarrhena floribunda,79302-1,79302-1,Species,Manual
221,Holarrhena mitis (Vahl) R. Br. Ex Roem. & Schult.,Holarrhena,mitis (Vahl) R. Br. Ex Roem. & Schult.,1.0,1.0,KN,,,,,,,Apocynaceae,Holarrhena mitis,Holarrhena mitis,79311-1,79311-1,Species,Manual
222,Holarrhena pubescens Wal. ex G. Don,Holarrhena,pubescens Wal. ex G. Don,1.0,1.0,"KN, 36, 330",1.0,R [125] [325],1.0,[79],1.0,36,Apocynaceae,Holarrhena pubescens,Holarrhena pubescens,79318-1,79318-1,Species,Manual
223,Hoodia gordonii (Masson) Sweet ex Decne.,Hoodia,gordonii (Masson) Sweet ex Decne.,1.0,1.0,169,,,,,,,Apocynaceae,Hoodia gordonii,Hoodia gordonii,98342-1,98342-1,Species,Manual
227,Hoya verticillata var. verticillata,Hoya,verticillata var. verticillata,1.0,1.0,170,,,,,,,Apocynaceae,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,77173117-1,Variety,Manual
228,Hunteria congolana Pichon,Hunteria,congolana Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Hunteria congolana,Hunteria congolana,79342-1,79342-1,Species,Manual
229,Hunteria umbellata (K. Schum.) Hallier f.,Hunteria,umbellata (K. Schum.) Hallier f.,1.0,1.0,"KN, 286",1.0,SB [147],,,1.0,147,Apocynaceae,Hunteria umbellata,Hunteria umbellata,79368-1,79368-1,Species,Manual
230,Hunteria zeylanica (Retz.) Gardner ex Thwaites,Hunteria,zeylanica (Retz.) Gardner ex Thwaites,1.0,1.0,171,,,,,1.0,171,Apocynaceae,Hunteria zeylanica,Hunteria zeylanica,79369-1,79369-1,Species,Manual
231,Ichnocarpus frutescens,Ichnocarpus,frutescens,1.0,1.0,172,,,1.0,[79],,,Apocynaceae,Ichnocarpus frutescens,Ichnocarpus frutescens,79384-1,79384-1,Species,Manual
232,Ischnolepis natalensis (Schltr.) Venter,Ischnolepis,natalensis (Schltr.) Venter,1.0,1.0,144,,,,,,,Apocynaceae,Ischnolepis natalensis,Ischnolepis natalensis,20003295-1,20003295-1,Species,Manual
233,Jasminanthes mucronata (Blanco) W.D.Stevens & P.T.Li,Jasminanthes,mucronata (Blanco) W.D.Stevens & P.T.Li,1.0,1.0,"342, 343, 344, 345",,,,,,,Apocynaceae,Jasminanthes mucronata,Jasminanthes mucronata,982441-1,982441-1,Species,Manual
235,Kibatalia gitingensis (Elmer) Woodson,Kibatalia,gitingensis (Elmer) Woodson,1.0,1.0,KN,,,,,,,Apocynaceae,Kibatalia gitingensis,Kibatalia gitingensis,79454-1,79454-1,Species,Manual
236,Kibatalia laurifolia (Ridl.) Woodson,Kibatalia,laurifolia (Ridl.) Woodson,1.0,1.0,174,,,,,,,Apocynaceae,Kibatalia laurifolia,Kibatalia laurifolia,79456-1,79456-1,Species,Manual
237,Kibatalia macrophylla (Pierre ex Hua) Woodson,Kibatalia,macrophylla (Pierre ex Hua) Woodson,1.0,1.0,277,,,,,,,Apocynaceae,Kibatalia macrophylla,Kibatalia macrophylla,79460-1,79460-1,Species,Manual
238,Kopsia arborea Blume,Kopsia,arborea Blume,1.0,1.0,177,,,,,,,Apocynaceae,Kopsia arborea,Kopsia arborea,79490-1,79490-1,Species,Manual
239,Kopsia dasyrachis Ridl.,Kopsia,dasyrachis Ridl.,1.0,1.0,176,,,,,1.0,113,Apocynaceae,Kopsia dasyrachis,Kopsia dasyrachis,79494-1,79494-1,Species,Manual
240,Kopsia deverrei L. Allorge,Kopsia,deverrei L. Allorge,1.0,1.0,187,,,,,,,Apocynaceae,Kopsia deverrei,Kopsia deverrei,929492-1,929492-1,Species,Manual
241,Kopsia flavida Blume,Kopsia,flavida Blume,1.0,1.0,183,,,,,,,Apocynaceae,Kopsia flavida,Kopsia flavida,79496-1,79496-1,Species,Manual
242,Kopsia fruticosa (Roxb.) A. DC.,Kopsia,fruticosa (Roxb.) A. DC.,1.0,1.0,"KN, 79, 90",1.0,[79],,,1.0,90,Apocynaceae,Kopsia fruticosa,Kopsia fruticosa,79497-1,79497-1,Species,Manual
243,Kopsia grandifolia D. J. Middleton,Kopsia,grandifolia D. J. Middleton,1.0,1.0,186,,,,,,,Apocynaceae,Kopsia grandifolia,Kopsia grandifolia,60436655-2,60436655-2,Species,Manual
244,Kopsia griffithii King & Gamble,Kopsia,griffithii King & Gamble,1.0,1.0,179,,,,,,,Apocynaceae,Kopsia griffithii,Kopsia griffithii,79499-1,79499-1,Species,Manual
245,Kopsia hainanensis Tsiang,Kopsia,hainanensis Tsiang,1.0,1.0,178,,,,,,,Apocynaceae,Kopsia hainanensis,Kopsia hainanensis,79500-1,79500-1,Species,Manual
246,Kopsia lapidilecta Sleesen,Kopsia,lapidilecta Sleesen,1.0,1.0,189,,,,,,,Apocynaceae,Kopsia lapidilecta,Kopsia lapidilecta,79507-1,79507-1,Species,Manual
247,Kopsia larutensis King & Gamble,Kopsia,larutensis King & Gamble,1.0,1.0,182,,,,,,,Apocynaceae,Kopsia larutensis,Kopsia larutensis,60436658-2,60436658-2,Species,Manual
248,Kopsia macrophylla Hook. f.,Kopsia,macrophylla Hook. f.,1.0,1.0,"KN, 188",,,,,,,Apocynaceae,Kopsia macrophylla,Kopsia macrophylla,79511-1,79511-1,Species,Manual
249,Kopsia pauciflora Hook. f.,Kopsia,pauciflora Hook. f.,1.0,1.0,180,,,,,,,Apocynaceae,Kopsia pauciflora,Kopsia pauciflora,79516-1,79516-1,Species,Manual
250,Kopsia profunda Markgr.,Kopsia,profunda Markgr.,1.0,1.0,185,,,,,,,Apocynaceae,Kopsia profunda,Kopsia profunda,79519-1,79519-1,Species,Manual
251,Kopsia singapurensis Ridl.,Kopsia,singapurensis Ridl.,1.0,1.0,"KN, 184",,,,,,,Apocynaceae,Kopsia singapurensis,Kopsia singapurensis,79524-1,79524-1,Species,Manual
252,Kopsia tenuis Leenh. & Steems,Kopsia,tenuis Leenh. & Steems,1.0,1.0,181,,,,,,,Apocynaceae,Kopsia tenuis,Kopsia tenuis,79526-1,79526-1,Species,Manual
253,Kopsia teoi L. Allorge,Kopsia,teoi L. Allorge,1.0,1.0,175,,,,,,,Apocynaceae,Kopsia teoi,Kopsia teoi,972022-1,972022-1,Species,Manual
259,Landolphia owariensis P. Beauv.,Landolphia,owariensis P. Beauv.,1.0,1.0,190,1.0,L [190],,,1.0,190,Apocynaceae,Landolphia owariensis,Landolphia owariensis,79672-1,79672-1,Species,Manual
260,Landolphia uniflora (Stapf) Pichon,Landolphia,uniflora (Stapf) Pichon,1.0,1.0,195,,,,,,,Apocynaceae,Landolphia uniflora,Landolphia uniflora,79721-1,79721-1,Species,Manual
261,Laubertia boissieri A. DC.,Laubertia,boissieri A. DC.,1.0,1.0,144,,,,,,,Apocynaceae,Laubertia boissieri,Laubertia boissieri,324863-2,324863-2,Species,Manual
263,Leptadenia lanceolata (Poir.) Goyder,Leptadenia,lanceolata (Poir.) Goyder,1.0,1.0,"198, 339",1.0,"R, RB [106]",,,,,Apocynaceae,Leptadenia lanceolata,Leptadenia lanceolata,77143808-1,77143808-1,Species,Manual
266,Leptadenia pyrotechnica (Forssk.) Decne.,Leptadenia,pyrotechnica (Forssk.) Decne.,1.0,1.0,"197, 338",,,,,,,Apocynaceae,Leptadenia pyrotechnica,Leptadenia pyrotechnica,98980-1,98980-1,Species,Manual
267,Leptadenia reticulata (Retz.) Wight & Arn.,Leptadenia,reticulata (Retz.) Wight & Arn.,1.0,1.0,199,,,,,,,Apocynaceae,Leptadenia reticulata,Leptadenia reticulata,20009712-1,20009712-1,Species,Manual
268,Leuconotis eugeniifolia (Wall. ex G. Don) A. DC.,Leuconotis,eugeniifolia (Wall. ex G. Don) A. DC.,1.0,1.0,308,,,,,1.0,122,Apocynaceae,Leuconotis eugeniifolia,Leuconotis eugeniifolia,77177343-1,77177343-1,Species,Manual
269,Leuconotis griffithii Hook. f.,Leuconotis,griffithii Hook. f.,1.0,1.0,123,,,,,1.0,123,Apocynaceae,Leuconotis griffithii,Leuconotis griffithii,79773-1,79773-1,Species,Manual
270,Macoubea guianensis Aubl.,Macoubea,guianensis Aubl.,1.0,1.0,202,,,,,,,Apocynaceae,Macoubea guianensis,Macoubea guianensis,79852-1,79852-1,Species,Manual
271,"Macropharynx isthmica (Woodson) J. F. Morales, M. E. Endress & Liede",Macropharynx,"isthmica (Woodson) J. F. Morales, M. E. Endress & Liede",1.0,1.0,144,,,,,,,Apocynaceae,Macropharynx isthmica,Macropharynx isthmica,77165026-1,77165026-1,Species,Manual
272,"Macropharynx peltata (Vell.) J. F. Morales, M. E. Endress & Liede",Macropharynx,"peltata (Vell.) J. F. Morales, M. E. Endress & Liede",1.0,1.0,144,,,,,,,Apocynaceae,Macropharynx peltata,Macropharynx peltata,77165028-1,77165028-1,Species,Manual
273,Malouetia arborea (Vell.) Miers,Malouetia,arborea (Vell.) Miers,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia arborea,Malouetia arborea,79888-1,79888-1,Species,Manual
274,Malouetia bequaertiana Woodson,Malouetia,bequaertiana Woodson,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia bequaertiana,Malouetia bequaertiana,79890-1,79890-1,Species,Manual
275,Malouetia glandulifera Miers,Malouetia,glandulifera Miers,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia glandulifera,Malouetia glandulifera,79898-1,79898-1,Species,Manual
276,Malouetia tamaquarina (Aubl.) A. DC.,Malouetia,tamaquarina (Aubl.) A. DC.,1.0,1.0,203,,,,,,,Apocynaceae,Malouetia tamaquarina,Malouetia tamaquarina,79926-1,79926-1,Species,Manual
277,Mandevilla boliviensis (J. J. Veitch),Mandevilla,boliviensis (J. J. Veitch),1.0,1.0,144,,,,,,,Apocynaceae,Mandevilla boliviensis,Mandevilla boliviensis,151935-2,151935-2,Species,Manual
282,Marsdenia cundurango Rchb. f.,Marsdenia,cundurango Rchb. f.,1.0,1.0,205,,,,,,,Apocynaceae,Marsdenia cundurango,Marsdenia cundurango,99126-1,99126-1,Species,Manual
283,Marsdenia edulis S. Watson,Marsdenia,edulis S. Watson,1.0,1.0,154,,,,,,,Apocynaceae,Marsdenia edulis,Marsdenia edulis,153556-2,153556-2,Species,Manual
287,Marsdenia glabra Constantin,Marsdenia,glabra Constantin,1.0,1.0,144,,,,,,,Apocynaceae,Marsdenia glabra,Marsdenia glabra,99160-1,99160-1,Species,Manual
291,Marsdenia latifolia (Benth.) K. Schum,Marsdenia,latifolia (Benth.) K. Schum,1.0,1.0,154,1.0,"S, R [151]",,,1.0,151,Apocynaceae,Marsdenia latifolia,Marsdenia latifolia,99198-1,99198-1,Species,Manual
293,Marsdenia rostrata R. Br.,Marsdenia,rostrata R. Br.,1.0,1.0,81,,,,,,,Apocynaceae,Marsdenia rostrata,Marsdenia rostrata,99275-1,99275-1,Species,Manual
296,Marsdenia tenacissima (Roxb.) Moon,Marsdenia,tenacissima (Roxb.) Moon,1.0,1.0,206,,,,,,,Apocynaceae,Marsdenia tenacissima,Marsdenia tenacissima,99319-1,99319-1,Species,Manual
297,Marsdenia tinctoria R. Br.,Marsdenia,tinctoria R. Br.,1.0,1.0,"144, 337",,,,,,,Apocynaceae,Marsdenia tinctoria,Marsdenia tinctoria,99325-1,99325-1,Species,Manual
298,Marsdenia tomentosa C. Morren & Decne.,Marsdenia,tomentosa C. Morren & Decne.,1.0,1.0,"340, 341",,,,,,,Apocynaceae,Marsdenia tomentosa,Marsdenia tomentosa,99328-1,99328-1,Species,Manual
299,Melodinus acutiflorus F. Muell.,Melodinus,acutiflorus F. Muell.,1.0,1.0,211,,,,,,,Apocynaceae,Melodinus acutiflorus,Melodinus acutiflorus,80158-1,80158-1,Species,Manual
300,Melodinus aeneus Baill.,Melodinus,aeneus Baill.,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus aeneus,Melodinus aeneus,80160-1,80160-1,Species,Manual
302,Melodinus australis (F. Muell.) Pierre,Melodinus,australis (F. Muell.) Pierre,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus australis,Melodinus australis,80164-1,80164-1,Species,Manual
303,Melodinus axillaris W. T. Wang,Melodinus,axillaris W. T. Wang,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus axillaris,Melodinus axillaris,80166-1,80166-1,Species,Manual
304,Melodinus balansae Baill.,Melodinus,balansae Baill.,1.0,1.0,212,,,,,,,Apocynaceae,Melodinus balansae,Melodinus balansae,80169-1,80169-1,Species,Manual
305,Melodinus cochinchinensis (Lour.) Merr.,Melodinus,cochinchinensis (Lour.) Merr.,1.0,1.0,150,,,,,,,Apocynaceae,Melodinus cochinchinensis,Melodinus cochinchinensis,80183-1,80183-1,Species,Manual
306,Melodinus fusiformis Champ. ex Benth.,Melodinus,fusiformis Champ. ex Benth.,1.0,1.0,201,,,,,,,Apocynaceae,Melodinus fusiformis,Melodinus fusiformis,80201-1,80201-1,Species,Manual
307,Melodinus philliraeoides Labill.,Melodinus,philliraeoides Labill.,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus philliraeoides,Melodinus philliraeoides,80246-1,80246-1,Species,Manual
308,Melodinus reticulatus Boiteau,Melodinus,reticulatus Boiteau,1.0,1.0,210,,,,,,,Apocynaceae,Melodinus reticulatus,Melodinus reticulatus,80249-1,80249-1,Species,Manual
309,Melodinus scandens J.R.Forst & G.Forst,Melodinus,scandens J.R.Forst & G.Forst,1.0,1.0,209,,,,,,,Apocynaceae,Melodinus scandens,Melodinus scandens,80253-1,80253-1,Species,Manual
310,Melodinus tenuicaudatus Tsiang & P. T. Li,Melodinus,tenuicaudatus Tsiang & P. T. Li,1.0,1.0,208,,,,,,,Apocynaceae,Melodinus tenuicaudatus,Melodinus tenuicaudatus,80259-1,80259-1,Species,Manual
311,Metastelma harleyi Fontella,Metastelma,harleyi Fontella,1.0,1.0,144,,,,,,,Apocynaceae,Metastelma harleyi,Metastelma harleyi,280817-2,280817-2,Species,Manual
312,Microplumeria anomala (Müll. Arg.) Markgr.,Microplumeria,anomala (Müll. Arg.) Markgr.,1.0,1.0,213,,,,,,,Apocynaceae,Microplumeria anomala,Microplumeria anomala,80344-1,80344-1,Species,Manual
313,Minaria magisteriana (Rapini) T. U. P. Konno & Rapini,Minaria,magisteriana (Rapini) T. U. P. Konno & Rapini,1.0,1.0,144,,,,,,,Apocynaceae,Minaria magisteriana,Minaria magisteriana,77074595-1,77074595-1,Species,Manual
318,Nerium oleander L.,Nerium,oleander L.,1.0,1.0,116,1.0,[79],1.0,[79],,,Apocynaceae,Nerium oleander,Nerium oleander,80460-1,80460-1,Species,Manual
319,Ochrosia acuminata Trimen ex Valeton,Ochrosia,acuminata Trimen ex Valeton,1.0,1.0,219,,,,,1.0,KN/300,Apocynaceae,Ochrosia acuminata,Ochrosia acuminata,80487-1,80487-1,Species,Manual
320,Ochrosia alyxioides Guillaumin,Ochrosia,alyxioides Guillaumin,1.0,1.0,225,,,,,,,Apocynaceae,Ochrosia alyxioides,Ochrosia alyxioides,80488-1,80488-1,Species,Manual
321,Ochrosia borbonica J. F. Gmel.,Ochrosia,borbonica J. F. Gmel.,1.0,1.0,217,,,,,,,Apocynaceae,Ochrosia borbonica,Ochrosia borbonica,80491-1,80491-1,Species,Manual
323,Ochrosia compta K. Schum.,Ochrosia,compta K. Schum.,1.0,1.0,222,,,,,,,Apocynaceae,Ochrosia compta,Ochrosia compta,80497-1,80497-1,Species,Manual
324,Ochrosia elliptica Labill.,Ochrosia,elliptica Labill.,1.0,1.0,216,,,,,1.0,KN/300,Apocynaceae,Ochrosia elliptica,Ochrosia elliptica,80500-1,80500-1,Species,Manual
327,Ochrosia lifuana Guillaumin,Ochrosia,lifuana Guillaumin,1.0,1.0,KN,,,,,1.0,KN/336,Apocynaceae,Ochrosia lifuana,Ochrosia lifuana,80519-1,80519-1,Species,Manual
328,Ochrosia miana Baill. ex Guillaumin,Ochrosia,miana Baill. ex Guillaumin,1.0,1.0,"KN, 220",,,,,1.0,KN/336,Apocynaceae,Ochrosia miana,Ochrosia miana,80524-1,80524-1,Species,Manual
329,Ochrosia moorei (F. Muell.) Benth.,Ochrosia,moorei (F. Muell.) Benth.,1.0,1.0,226,,,,,1.0,258,Apocynaceae,Ochrosia moorei,Ochrosia moorei,80527-1,80527-1,Species,Manual
330,Ochrosia mulsantii Montrouz.,Ochrosia,mulsantii Montrouz.,1.0,1.0,218,,,,,,,Apocynaceae,Ochrosia mulsantii,Ochrosia mulsantii,80528-1,80528-1,Species,Manual
331,Ochrosia nakaiana (Koidz.) Koidz. ex H. Hara,Ochrosia,nakaiana (Koidz.) Koidz. ex H. Hara,1.0,1.0,224,,,,,,,Apocynaceae,Ochrosia nakaiana,Ochrosia nakaiana,80530-1,80530-1,Species,Manual
332,Ochrosia oppositifolia (Lam.) K. Schum.,Ochrosia,oppositifolia (Lam.) K. Schum.,1.0,1.0,201,,,,,,,Apocynaceae,Ochrosia oppositifolia,Ochrosia oppositifolia,80534-1,80534-1,Species,Manual
333,Ochrosia poweri F. M. Bailey,Ochrosia,poweri F. M. Bailey,1.0,1.0,"KN, 223",,,,,,,Apocynaceae,Ochrosia poweri,Ochrosia poweri,80538-1,80538-1,Species,Manual
334,Ochrosia silvatica Däniker,Ochrosia,silvatica Däniker,1.0,1.0,221,,,,,,,Apocynaceae,Ochrosia silvatica,Ochrosia silvatica,80545-1,80545-1,Species,Manual
336,Oncinotis nitida Benth.,Oncinotis,nitida Benth.,1.0,1.0,228,,,,,,,Apocynaceae,Oncinotis nitida,Oncinotis nitida,80635-1,80635-1,Species,Manual
337,Oncinotis tenuiloba Stapf,Oncinotis,tenuiloba Stapf,1.0,1.0,227,,,,,,,Apocynaceae,Oncinotis tenuiloba,Oncinotis tenuiloba,80641-1,80641-1,Species,Manual
340,Oxypetalum banksii R. Br. ex Schult.,Oxypetalum,banksii R. Br. ex Schult.,1.0,1.0,53,,,,,,,Apocynaceae,Oxypetalum banksii,Oxypetalum banksii,179274-2,179274-2,Species,Manual
345,Pachypodium lamerei Drake,Pachypodium,lamerei Drake,1.0,1.0,229,,,,,,,Apocynaceae,Pachypodium lamerei,Pachypodium lamerei,80705-1,80705-1,Species,Manual
346,Parahancornia fasciculata (Poir.) Benoist,Parahancornia,fasciculata (Poir.) Benoist,1.0,1.0,230,1.0,[42],,,0.0,42,Apocynaceae,Parahancornia fasciculata,Parahancornia fasciculata,182946-2,182946-2,Species,Manual
348,Parsonsia alboflavescens (Denst.) Mabb.,Parsonsia,alboflavescens (Denst.) Mabb.,1.0,1.0,"KN, 143, 330",,,,,,,Apocynaceae,Parsonsia alboflavescens,Parsonsia alboflavescens,80868-1,80868-1,Species,Manual
349,Parsonsia eucalyptophylla F. Muell.,Parsonsia,eucalyptophylla F. Muell.,1.0,1.0,"KN, 143, 330",,,,,,,Apocynaceae,Parsonsia eucalyptophylla,Parsonsia eucalyptophylla,80910-1,80910-1,Species,Manual
350,Parsonsia heterophylla A. Cunn.,Parsonsia,heterophylla A. Cunn.,1.0,1.0,"KN, 143",,,,,,,Apocynaceae,Parsonsia heterophylla,Parsonsia heterophylla,80926-1,80926-1,Species,Manual
