,Accepted_Name,Wikipedia_PageViews
4842,Odontadenia geminata,8.106382978723405
4843,Odontadenia glauca,0.0
4844,Odontadenia gracilipes,0.0
4845,Odontadenia hypoglauca,0.0
4846,Odontadenia killipii,0.0
4847,Odontadenia kochii,0.0
4848,Odontadenia laxiflora,0.0
4849,Odontadenia lutea,0.0
4850,Odontadenia markgrafiana,0.0
4851,Odontadenia matogrossana,0.0
4852,Odontadenia nitida,0.0
4853,Odontadenia perrottetii,0.0
4854,Odontadenia polyneura,0.0
4855,Odontadenia puncticulosa,0.0
4856,Odontadenia semidigyna,0.0
4857,Odontadenia stemmadeniifolia,0.0
4858,Odontadenia verrucosa,0.0
4859,Oistonema dischidioides,0.0
4860,Oncinema lineare,2.2
4861,Oncinotis glabrata,7.15
4862,Oncinotis gracilis,0.0
4863,Oncinotis hirta,0.0
4864,Oncinotis nitida,0.0
4865,Oncinotis pontyi,0.0
4866,Oncinotis tenuiloba,8.066666666666666
4867,Oncinotis tomentella,0.0
4868,Ophionella arcuata,3.6666666666666665
4869,Ophionella arcuata subsp. arcuata,0.0
4870,Ophionella arcuata subsp. mirkinii,0.0
4871,Ophionella willowmorensis,0.0
4872,Orbea abayensis,0.0
4873,Orbea albocastanea,0.0
4874,Orbea araysiana,0.0
4875,Orbea baldratii,0.0
4876,Orbea baldratii subsp. baldratii,0.0
4877,Orbea baldratii subsp. somalensis,0.0
4878,Orbea carnosa,0.0
4879,Orbea carnosa subsp. carnosa,0.0
4880,Orbea carnosa subsp. keithii,0.0
4881,Orbea caudata,0.0
4882,Orbea caudata subsp. caudata,0.0
4883,Orbea caudata subsp. rhodesiaca,0.0
4884,Orbea chrysostephana,0.0
4885,Orbea ciliata,44.69230769230769
4886,Orbea circes,0.0
4887,Orbea conjuncta,0.0
4888,Orbea cooperi,0.0
4889,Orbea cucullata,0.0
4890,Orbea decaisneana,21.794117647058822
4891,Orbea deflersiana,0.0
4892,Orbea denboefii,0.0
4893,Orbea distincta,0.0
4894,Orbea dummeri,1.0
4895,Orbea fenestrata,0.0
4896,Orbea gemugofana,0.0
4897,Orbea gerstneri,0.0
4898,Orbea gerstneri subsp. elongata,0.0
4899,Orbea gerstneri subsp. gerstneri,0.0
4900,Orbea gilbertii,0.0
4901,Orbea halipedicola,0.0
4902,Orbea hardyi,0.0
4903,Orbea huernioides,0.0
4904,Orbea huillensis,0.0
4905,Orbea huillensis subsp. flava,0.0
4906,Orbea huillensis subsp. huillensis,0.0
4907,Orbea knobelii,0.0
4908,Orbea laikipiensis,0.0
4909,Orbea laticorona,0.0
4910,Orbea longidens,0.0
4911,Orbea lugardii,0.0
4912,Orbea luntii,0.0
4913,Orbea lutea,0.0
4914,Orbea lutea subsp. lutea,0.0
4915,Orbea lutea subsp. vaga,0.39285714285714285
4916,Orbea maculata,0.0
4917,Orbea maculata subsp. kaokoensis,0.0
4918,Orbea maculata subsp. maculata,0.0
4919,Orbea maculata subsp. rangeana,0.0
4920,Orbea mcloughlinii,0.0
4921,Orbea melanantha,0.0
4922,Orbea miscella,0.0
4923,Orbea namaquensis,0.0
4924,Orbea nardii,0.0
4925,Orbea paradoxa,4.366666666666666
4926,Orbea parviloba,0.0
4927,Orbea pulchella,0.0
4928,Orbea rogersii,0.0
4929,Orbea sacculata,0.0
4930,Orbea schweinfurthii,29.933333333333334
4931,Orbea semitubiflora,0.0
4932,Orbea semota,0.0
4933,Orbea sprengeri,0.0
4934,Orbea sprengeri subsp. commutata,0.0
4935,Orbea sprengeri subsp. foetida,0.0
4936,Orbea sprengeri subsp. ogadensis,0.0
4937,Orbea sprengeri subsp. sprengeri,0.0
4938,Orbea subterranea,0.0
4939,Orbea taitica,0.0
4940,Orbea tapscottii,0.0
4941,Orbea tubiformis,0.0
4942,Orbea umbracula,0.0
4943,Orbea valida,0.0
4944,Orbea valida subsp. occidentalis,0.0
4945,Orbea valida subsp. valida,0.0
4946,Orbea variegata,417.27403846153845
4947,Orbea verrucosa,0.0
4948,Orbea vibratilis,0.0
4949,Orbea wilsonii,0.0
4950,Orbea wissmannii,0.0
4951,Orbea wissmannii var. eremastrum,0.0
4952,Orbea wissmannii subsp. wissmannii,0.0
4953,Orbea woodii,0.0
4954,× Orbelia barklyi,0.0
4955,× Orbelia tarantuloides,0.0
4956,Oreosparte celebica,1.9714285714285715
4957,Oreosparte parviflora,0.0
4958,Oreosparte sabahensis,0.0
4959,Orinoquia yanomamica,0.0
4960,Orthanthera albida,0.0
4961,Orthanthera butayei,0.0
4962,Orthanthera gossweileri,0.0
4963,Orthanthera jasminiflora,0.0
4964,Orthanthera stricta,0.0
4965,Orthanthera viminea,0.0
4966,Orthopichonia barteri,0.0
4967,Orthopichonia cirrhosa,0.0
4968,Orthopichonia indeniensis,0.0
4969,Orthopichonia schweinfurthii,0.0
4970,Orthopichonia seretii,0.0
4971,Orthopichonia visciflua,0.0
4972,Orthosia angustifolia,0.0
4973,Orthosia arenosa,0.0
4974,Orthosia bonplandiana,0.0
4975,Orthosia calycina,0.0
4976,Orthosia cardozoi,0.0
4977,Orthosia cassythoides,0.0
4978,Orthosia congesta,0.0
4979,Orthosia cynanchoides,0.0
4980,Orthosia dusenii,0.0
4981,Orthosia eichleri,0.0
4982,Orthosia ellemanniae,0.0
4983,Orthosia extra-axillaris,0.0
4984,Orthosia glaberrima,0.0
4985,Orthosia guilleminiana,0.0
4986,Orthosia henriqueana,0.0
4987,Orthosia itatiaiensis,0.0
4988,Orthosia loandensis,0.0
4989,Orthosia meridensis,0.0
4990,Orthosia misera,0.0
4991,Orthosia mollis,0.603448275862069
4992,Orthosia multiflora,0.0
4993,Orthosia parviflora,0.0
4994,Orthosia pearcei,0.0
4995,Orthosia pubescens,0.0
4996,Orthosia ramosa,0.0
4997,Orthosia rubens,0.0
4998,Orthosia scoparia,0.0
4999,Orthosia selloana,0.0
5000,Orthosia smaragdina,0.0
5001,Orthosia stannardii,0.0
5002,Orthosia stenophylla,0.0
5003,Orthosia stipitata,0.0
5004,Orthosia tarmensis,0.0
5005,Orthosia umbrosa,0.0
5006,Orthosia urceolata,0.0
5007,Orthosia ventensis,0.0
5008,Orthosia virgata,0.0
5009,Orthosia woodii,0.0
5010,Oxypetalum acerosum,0.0
5011,Oxypetalum aequaliflorum,0.0
5012,Oxypetalum albicans,0.0
5013,Oxypetalum alpinum,0.0
5014,Oxypetalum alpinum var. alpinum,0.0
5015,Oxypetalum alpinum var. pallidum,0.0
5016,Oxypetalum appendiculatum,1.0
5017,Oxypetalum arachnoideum,0.0
5018,Oxypetalum arenicola,0.0
5019,Oxypetalum argentinum,0.0
5020,Oxypetalum arnottianum,0.0
5021,Oxypetalum attenuatum,0.0
5022,Oxypetalum aurantiacum,0.0
5023,Oxypetalum balansae,0.0
5024,Oxypetalum banksii,0.0
5025,Oxypetalum barberoanum,0.0
5026,Oxypetalum boudetii,0.0
5027,Oxypetalum brachystemma,0.0
5028,Oxypetalum brachystephanum,0.0
5029,Oxypetalum capitatum,0.0
5030,Oxypetalum capitatum subsp. angustum,0.0
5031,Oxypetalum capitatum subsp. capitatum,0.0
5032,Oxypetalum capitatum subsp. mirabile,0.0
5033,Oxypetalum ceratostemma,0.0
5034,Oxypetalum charrua,0.0
5035,Oxypetalum chodatianum,0.0
5036,Oxypetalum coalitum,0.0
5037,Oxypetalum coccineum,0.0
5038,Oxypetalum coeruleum,414.73770491803276
5039,Oxypetalum commersonianum,0.0
5040,Oxypetalum confusum,0.0
5041,Oxypetalum cordifolium,0.0
5042,Oxypetalum cordifolium subsp. brasiliense,0.0
5043,Oxypetalum cordifolium subsp. cordifolium,0.0
5044,Oxypetalum cordifolium subsp. mexiae,0.0
5045,Oxypetalum cordifolium subsp. pedicellatum,0.0
5046,Oxypetalum corymbosum,0.0
5047,Oxypetalum costae,0.0
5048,Oxypetalum crispum,0.0
5049,Oxypetalum dactylostelma,0.0
5050,Oxypetalum deltoideum,0.0
5051,Oxypetalum dombeyanum,0.0
5052,Oxypetalum dusenii,0.0
5053,Oxypetalum ekblomii,0.0
5054,Oxypetalum erectum,0.0
5055,Oxypetalum erectum subsp. campestre,0.0
5056,Oxypetalum erectum subsp. erectum,0.0
5057,Oxypetalum erianthum,0.0
5058,Oxypetalum erostre,0.0
5059,Oxypetalum fiebrigii,0.0
5060,Oxypetalum filamentosum,0.0
5061,Oxypetalum flavopurpureum,0.0
5062,Oxypetalum foliosum,0.0
5063,Oxypetalum fontellae,0.0
5064,Oxypetalum fuscum,0.0
5065,Oxypetalum glabrescens,0.0
5066,Oxypetalum glaziovianum,0.0
5067,Oxypetalum glaziovii,0.0
5068,Oxypetalum globosum,0.0
5069,Oxypetalum glomeratum,0.0
5070,Oxypetalum gracile,0.0
5071,Oxypetalum guaraniticum,0.0
5072,Oxypetalum gyrophyllum,0.0
5073,Oxypetalum habrogynum,0.0
5074,Oxypetalum harleyi,0.0
5075,Oxypetalum helios,0.0
5076,Oxypetalum heptalobum,0.0
5077,Oxypetalum hilarianum,0.0
5078,Oxypetalum hoehnei,0.0
5079,Oxypetalum humile,0.0
5080,Oxypetalum incanum,0.0
5081,Oxypetalum insigne,0.0
5082,Oxypetalum insigne var. bresolinii,0.0
5083,Oxypetalum insigne var. burchellii,0.0
5084,Oxypetalum insigne var. glabrum,0.0
5085,Oxypetalum insigne var. insigne,0.0
5086,Oxypetalum jacobinae,0.0
5087,Oxypetalum joergensenii,0.0
5088,Oxypetalum karstenianum,0.0
5089,Oxypetalum kleinii,0.0
5090,Oxypetalum kuhlmannianum,0.0
5091,Oxypetalum laciniatum,0.0
5092,Oxypetalum lanatum,0.0
5093,Oxypetalum leonii,0.0
5094,Oxypetalum lineare,0.0
5095,Oxypetalum lividum,0.0
5096,Oxypetalum longipedunculatum,0.0
5097,Oxypetalum lutescens,0.0
5098,Oxypetalum lynchianum,0.0
5099,Oxypetalum macrolepis,0.0
5100,Oxypetalum malmei,0.0
5101,Oxypetalum marambaiense,0.0
5102,Oxypetalum marchesii,0.0
5103,Oxypetalum marginatum,0.0
5104,Oxypetalum marianae,0.0
5105,Oxypetalum martii,0.0
5106,Oxypetalum melinioides,0.0
5107,Oxypetalum microphyllum,0.0
5108,Oxypetalum minarum,0.0
5109,Oxypetalum molle,0.0
5110,Oxypetalum montanum,0.0
5111,Oxypetalum morilloanum,0.0
5112,Oxypetalum mosenii,0.0
5113,Oxypetalum multiflorum,0.0
5114,Oxypetalum muticum,0.0
5115,Oxypetalum nanum,0.0
5116,Oxypetalum nigricans,0.0
5117,Oxypetalum nitidum,0.0
5118,Oxypetalum oblanceolatum,0.0
5119,Oxypetalum obtusifolium,0.0
5120,Oxypetalum ophiuroideum,0.0
5121,Oxypetalum ostenii,0.0
5122,Oxypetalum pachyglossum,0.0
5123,Oxypetalum pachygynum,0.0
5124,Oxypetalum pannosum,0.0
5125,Oxypetalum pannosum var. macranthum,0.0
5126,Oxypetalum pannosum var. pannosum,0.0
5127,Oxypetalum pardense,0.0
5128,Oxypetalum parviflorum,0.0
5129,Oxypetalum parviflorum var. kulmannii,0.0
5130,Oxypetalum parviflorum var. parviflorum,0.0
5131,Oxypetalum patulum,0.0
5132,Oxypetalum pearsonii,0.0
5133,Oxypetalum pentasetum,0.0
5134,Oxypetalum pilosum,0.0
5135,Oxypetalum polyanthum,0.0
5136,Oxypetalum pubescens,0.0
5137,Oxypetalum radinsii,0.0
5138,Oxypetalum rariflorum,0.0
5139,Oxypetalum reflexum,0.0
5140,Oxypetalum regnellii,0.0
5141,Oxypetalum reitzii,0.0
5142,Oxypetalum retusum,0.0
5143,Oxypetalum rojasianum,0.0
5144,Oxypetalum rusticum,0.0
5145,Oxypetalum schenckii,0.0
5146,Oxypetalum schottii,0.0
5147,Oxypetalum schulzii,0.0
5148,Oxypetalum solanoides,0.0
5149,Oxypetalum stipatum,0.0
5150,Oxypetalum strictum,0.0
5151,Oxypetalum subcapitatum,0.0
5152,Oxypetalum subhirtellum,0.0
5153,Oxypetalum sublanatum,0.0
5154,Oxypetalum suboppositum,0.0
5155,Oxypetalum sylvestre,0.0
5156,Oxypetalum teyucuarense,0.0
5157,Oxypetalum tomentosum,0.0
5158,Oxypetalum tomentosum var. parvifolium,0.0
5159,Oxypetalum tomentosum var. tomentosum,0.0
5160,Oxypetalum tubatum,0.0
5161,Oxypetalum tucumanense,0.0
5162,Oxypetalum urceolatum,0.0
5163,Oxypetalum warmingii,0.0
5164,Oxypetalum weberbaueri,0.0
5165,Oxypetalum wightianum,0.0
5166,Oxystelma bornouense,0.0
5167,Oxystelma esculentum,45.891666666666666
5168,Pachycarpus acidostelma,0.0
5169,Pachycarpus appendiculatus,0.0
5170,Pachycarpus asperifolius,0.0
5171,Pachycarpus bisacculatus,0.0
5172,Pachycarpus campanulatus,0.0
5173,Pachycarpus campanulatus var. campanulatus,0.0
5174,Pachycarpus campanulatus var. sutherlandii,0.0
5175,Pachycarpus chirindensis,0.0
5176,Pachycarpus concolor,0.0
5177,Pachycarpus concolor subsp. arenicola,0.0
5178,Pachycarpus concolor subsp. concolor,0.0
5179,Pachycarpus concolor subsp. rhinophyllus,0.0
5180,Pachycarpus concolor subsp. transvaalensis,0.0
5181,Pachycarpus coronarius,0.0
5182,Pachycarpus dealbatus,0.0
5183,Pachycarpus decorus,0.0
5184,Pachycarpus distinctus,0.0
5185,Pachycarpus eximius,0.0
5186,Pachycarpus firmus,0.0
5187,Pachycarpus galpinii,0.0
5188,Pachycarpus goetzei,0.0
5189,Pachycarpus grandiflorus,0.0
5190,Pachycarpus grandiflorus subsp. grandiflorus,0.0
5191,Pachycarpus grandiflorus subsp. tomentosus,0.0
5192,Pachycarpus grantii,0.0
5193,Pachycarpus grantii subsp. grantii,0.0
5194,Pachycarpus grantii subsp. marroninus,0.0
5195,Pachycarpus lebomboensis,0.0
5196,Pachycarpus linearis,0.0
5197,Pachycarpus lineolatus,0.0
5198,Pachycarpus mackenii,0.0
5199,Pachycarpus macrochilus,0.0
5200,Pachycarpus medusonema,6.315789473684211
5201,Pachycarpus natalensis,0.0
5202,Pachycarpus pachyglossus,0.0
5203,Pachycarpus petherickianus,0.0
5204,Pachycarpus plicatus,0.0
5205,Pachycarpus reflectens,0.0
5206,Pachycarpus richardsiae,0.0
5207,Pachycarpus rigidus,0.0
5208,Pachycarpus robustus,0.0
5209,Pachycarpus rostratus,0.0
5210,Pachycarpus scaber,0.0
5211,Pachycarpus schinzianus,0.0
5212,Pachycarpus spurius,0.0
5213,Pachycarpus stelliceps,0.0
5214,Pachycarpus stenoglossus,0.0
5215,Pachycarpus suaveolens,0.0
5216,Pachycarpus vexillaris,0.0
5217,Pachypodium ambongense,59.778625954198475
5218,Pachypodium baronii,70.41884816753927
5219,Pachypodium bispinosum,63.75833333333333
5220,Pachypodium brevicaule,97.49166666666666
5221,Pachypodium brevicaule subsp. brevicaule,0.0
5222,Pachypodium brevicaule subsp. leucoxanthum,0.0
5223,Pachypodium decaryi,74.3
5224,Pachypodium densiflorum,51.18333333333333
5225,Pachypodium eburneum,0.0
5226,Pachypodium enigmaticum,0.0
5227,Pachypodium geayi,150.825
5228,Pachypodium horombense,59.94166666666667
5229,Pachypodium inopinatum,0.0
5230,Pachypodium lamerei,700.5583333333333
5231,Pachypodium lealii,80.44166666666666
5232,Pachypodium menabeum,0.0
5233,Pachypodium mikea,0.0
5234,Pachypodium namaquanum,132.3127962085308
5235,Pachypodium rosulatum,83.12863070539419
5236,Pachypodium rosulatum subsp. bemarahense,0.0
5237,Pachypodium rosulatum subsp. bicolor,0.0
5238,Pachypodium rosulatum subsp. cactipes,0.0
5239,Pachypodium rosulatum subsp. gracilius,0.0
5240,Pachypodium rosulatum subsp. makayense,0.0
5241,Pachypodium rosulatum subsp. rosulatum,0.0
5242,Pachypodium rutenbergianum,49.49166666666667
5243,Pachypodium saundersii,118.49166666666666
5244,Pachypodium sofiense,0.0
5245,Pachypodium succulentum,54.24166666666667
5246,Pachypodium windsorii,0.0
5247,Pacouria boliviensis,0.0
5248,Pacouria guianensis,0.0
5249,Pacouria paraensis,0.0
5250,Papuahoya bykulleana,0.0
5251,Papuahoya neoguineensis,0.0
5252,Papuahoya urniflora,0.0
5253,Papuechites aambe,2.1052631578947367
5254,Parahancornia amara,0.0
5255,Parahancornia fasciculata,20.583333333333332
5256,Parahancornia krukovii,0.0
5257,Parahancornia negroensis,0.0
5258,Parahancornia oblonga,0.0
5259,Parahancornia peruviana,12.092592592592593
5260,Parahancornia surrogata,0.0
5261,Parapodium costatum,0.0
5262,Parapodium crispum,0.0
5263,Parapodium simile,0.0
5264,Parepigynum funingense,3.411111111111111
5265,Parsonsia affinis,0.0
5266,Parsonsia alboflavescens,40.975
5267,Parsonsia aneityensis,0.0
5268,Parsonsia apiculata,0.0
5269,Parsonsia appressa,0.0
5270,Parsonsia bartlensis,0.0
5271,Parsonsia blakeana,0.0
5272,Parsonsia brachiata,0.0
5273,Parsonsia brisbanensis,0.0
5274,Parsonsia brownii,23.733333333333334
5275,Parsonsia buruensis,0.0
5276,Parsonsia capsularis,112.73333333333333
5277,Parsonsia catalpicarpa,0.0
5278,Parsonsia celebica,0.0
5279,Parsonsia constricta,0.0
5280,Parsonsia crebriflora,0.0
5281,Parsonsia curvisepala,10.4
5282,Parsonsia densiflora,0.0
5283,Parsonsia densivestita,0.0
5284,Parsonsia diaphanophlebia,0.5625
5285,Parsonsia dorrigoensis,0.0
5286,Parsonsia edulis,0.0
5287,Parsonsia effusa,0.0
5288,Parsonsia eucalyptophylla,19.270833333333332
5289,Parsonsia ferruginea,0.0
5290,Parsonsia flavescens,0.0
5291,Parsonsia flexilis,0.0
5292,Parsonsia flexuosa,0.0
5293,Parsonsia franchetii,0.0
5294,Parsonsia fulva,0.0
5295,Parsonsia goniostemon,0.0
5296,Parsonsia grandiflora,0.0
5297,Parsonsia grayana,0.0
5298,Parsonsia hebetica,0.0
5299,Parsonsia × heterocapsa,0.0
5300,Parsonsia heterophylla,59.516666666666666
5301,Parsonsia howeana,11.233333333333333
5302,Parsonsia inae,0.0
5303,Parsonsia induplicata,0.0
5304,Parsonsia kimberleyensis,0.0
5305,Parsonsia kroombitensis,0.0
5306,Parsonsia laevis,0.0
5307,Parsonsia lanceolata,0.0
5308,Parsonsia langiana,0.0
5309,Parsonsia larcomensis,0.0
5310,Parsonsia largiflorens,0.0
5311,Parsonsia lata,0.0
5312,Parsonsia latifolia,0.0
5313,Parsonsia laxiflora,0.0
5314,Parsonsia leichhardtii,0.0
5315,Parsonsia lenticellata,0.0
5316,Parsonsia lilacina,0.0
5317,Parsonsia longiflora,0.0
5318,Parsonsia longiloba,0.0
5319,Parsonsia longipetiolata,0.0
5320,Parsonsia macrophylla,0.0
5321,Parsonsia marginata,0.0
5322,Parsonsia novoguineensis,0.0
5323,Parsonsia oligantha,0.0
5324,Parsonsia pachycarpa,0.0
5325,Parsonsia paulforsteri,0.0
5326,Parsonsia pedunculata,0.0
5327,Parsonsia penangiana,0.0
5328,Parsonsia philippinensis,0.0
5329,Parsonsia plaesiophylla,0.0
5330,Parsonsia populifolia,0.0
5331,Parsonsia praeruptis,0.0
5332,Parsonsia purpurascens,0.0
5333,Parsonsia rotata,0.0
5334,Parsonsia rubra,0.0
5335,Parsonsia sanguinea,0.0
5336,Parsonsia sanguinea var. albiflora,0.0
5337,Parsonsia sanguinea var. brassii,0.0
5338,Parsonsia sanguinea var. cruttwellii,0.0
5339,Parsonsia sanguinea var. millikenii,0.0
5340,Parsonsia sanguinea var. sanguinea,0.0
5341,Parsonsia sanguinea var. sepikensis,0.0
5342,Parsonsia sanguinea var. vinkii,0.0
5343,Parsonsia sankowskyana,0.0
5344,Parsonsia scabra,0.0
5345,Parsonsia schoddei,0.0
5346,Parsonsia smithii,0.0
5347,Parsonsia straminea,156.65
5348,Parsonsia sundensis,0.0
5349,Parsonsia tenuiflora,0.0
5350,Parsonsia tenuis,0.0
5351,Parsonsia terminaliifolia,0.0
5352,Parsonsia vaccinioides,0.0
5353,Parsonsia velutina,10.583333333333334
5354,Parsonsia ventricosa,0.0
5355,Parsonsia warenensis,0.0
5356,Parsonsia wildensis,0.0
5357,Parsonsia wongabelensis,0.0
5358,Pattalias palmeri,0.0
5359,Pattalias palmeri var. palmeri,0.0
5360,Pattalias palmeri var. peninsularis,0.0
5361,Pattalias palustris,0.0
5362,Pectinaria articulata,0.0
5363,Pectinaria articulata subsp. articulata,0.0
5364,Pectinaria articulata subsp. asperiflora,0.0
5365,Pectinaria articulata subsp. borealis,0.0
5366,Pectinaria articulata subsp. namaquensis,0.0
5367,Pectinaria erinacea,0.0
5368,Pectinaria flavescens,0.0
5369,Pectinaria longipes,0.0
5370,Pectinaria longipes subsp. longipes,0.0
5371,Pectinaria longipes subsp. villetii,0.0
5372,Pectinaria maughanii,0.0
5373,Pentacyphus andinus,0.0
5374,Pentacyphus camargoi,0.0
5375,Pentacyphus lehmannii,0.0
5376,Pentacyphus lehmannii subsp. elongatus,0.0
5377,Pentacyphus lehmannii subsp. lehmannii,0.0
5378,Pentacyphus lehmannii subsp. tamanus,0.0
5379,Pentalinon andrieuxii,0.0
5380,Pentalinon luteum,283.31666666666666
5381,Pentasacme caudatum,0.0
5382,Pentasacme pulcherrima,0.0
5383,Pentasacme shanense,0.0
5384,Pentasacme wallichii,0.0
5385,Pentatropis bentii,0.0
5386,Pentatropis capensis,0.0
5387,Pentatropis nivalis,0.0
5388,Pentatropis pierrei,0.0
5389,Pentopetia albicans,0.0
5390,Pentopetia androsaemifolia,0.0
5391,Pentopetia astephana,0.0
5392,Pentopetia bidens,0.0
5393,Pentopetia boivinii,0.0
5394,Pentopetia bosseri,0.0
5395,Pentopetia calycina,0.0
5396,Pentopetia cotoneaster,0.0
5397,Pentopetia dasynema,0.0
5398,Pentopetia dolichopodia,0.0
5399,Pentopetia ecoronata,0.0
5400,Pentopetia elastica,0.0
5401,Pentopetia glaberrima,0.0
5402,Pentopetia grevei,0.0
5403,Pentopetia intermedia,0.0
5404,Pentopetia longipetala,0.0
5405,Pentopetia lutea,0.0
5406,Pentopetia mollis,0.0
5407,Pentopetia ovalifolia,0.0
5408,Pentopetia ovalifolia subsp. glabrata,0.0
5409,Pentopetia ovalifolia subsp. ovalifolia,0.0
5410,Pentopetia pinnata,0.0
5411,Pentopetia suarezensis,0.0
5412,Pentopetia urceolata,0.0
5413,Pentopetia viridis,0.0
5414,Peplonia adnata,0.0
5415,Peplonia asteria,0.0
5416,Peplonia axillaris,0.0
5417,Peplonia bradeana,0.0
5418,Peplonia hatschbachii,0.0
5419,Peplonia hilariana,0.0
5420,Peplonia macrophylla,0.0
5421,Peplonia organensis,0.0
5422,Peplonia riedelii,0.0
5423,Pergularia daemia,262.7926829268293
5424,Pergularia daemia subsp. barbata,0.0
5425,Pergularia daemia subsp. daemia,0.0
5426,Pergularia daemia subsp. garipensis,0.0
5427,Pergularia tomentosa,0.0
5428,Periglossum angustifolium,0.0
5429,Periglossum mkenii,0.0
5430,Periglossum podoptyches,0.0
5431,Periploca angustifolia,216.01639344262296
5432,Periploca aphylla,4.933333333333334
5433,Periploca aphylla subsp. aphylla,0.0
5434,Periploca aphylla subsp. laxiflora,0.0
5435,Periploca calophylla,0.0
5436,Periploca calophylla var. calophylla,0.0
5437,Periploca calophylla var. mucronata,0.0
5438,Periploca chevalieri,0.0
5439,Periploca chrysantha,0.0
5440,Periploca floribunda,0.0
5441,Periploca forrestii,0.0
5442,Periploca gracilis,0.0
5443,Periploca graeca,87.58333333333333
5444,Periploca hydaspidis,0.0
5445,Periploca laevigata,47.530973451327434
5446,Periploca linearifolia,0.0
5447,Periploca purpurea,0.0
5448,Periploca sepium,17.433333333333334
5449,Periploca somaliensis,0.0
5450,Periploca tsiangii,0.0
5451,Periploca visciformis,0.0
5452,Peruviasclepias aliciae,0.0
5453,Pervillaea decaryi,0.0
5454,Pervillaea lanata,0.0
5455,Pervillaea phillipsonii,0.0
5456,Pervillaea tomentosa,0.0
5457,Pervillaea venenata,0.0
5458,Pervillaea venenata subsp. macrantha,0.0
5459,Pervillaea venenata subsp. venenata,0.0
5460,Petalostelma andinum,0.0
5461,Petalostelma auriculatum,0.0
5462,Petalostelma bracteolatum,0.0
5463,Petalostelma calcaratum,0.0
5464,Petalostelma cearense,0.0
5465,Petalostelma dardanoi,0.0
5466,Petalostelma longipedunculatum,0.0
5467,Petalostelma martianum,0.0
5468,Petalostelma roberti,0.0
5469,Petalostelma sarcostemma,0.0
5470,Petchia africana,4.1454545454545455
5471,Petchia ceylanica,0.0
5472,Petchia cryptophlebia,0.0
5473,Petchia erythrocarpa,0.0
5474,Petchia humbertii,0.0
5475,Petchia madagascariensis,11.033333333333333
5476,Petchia montana,0.0
5477,Petchia plectaneiifolia,0.0
5478,Phaeostemma brasiliensis,0.0
5479,Phaeostemma fucata,0.0
5480,Phaeostemma glaziovii,0.0
5481,Phaeostemma hatschbachii,0.0
5482,Phaeostemma kelleri,0.0
5483,Phaeostemma riedelii,0.0
5484,Phaeostemma surinamensis,0.0
5485,Pherotrichis leptogenia,0.0
5486,Pherotrichis mixtecana,0.0
5487,Pherotrichis schaffneri,0.0
5488,Pherotrichis villosa,0.0
5489,Philibertia affinis,0.0
5490,Philibertia alba,0.0
5491,Philibertia amblystigma,0.0
5492,Philibertia barbata,0.0
5493,Philibertia bicornuta,0.0
5494,Philibertia boliviana,0.0
5495,Philibertia boliviensis,0.0
5496,Philibertia campanulata,0.0
5497,Philibertia candolleana,0.0
5498,Philibertia castillonii,0.0
5499,Philibertia cionophora,0.0
5500,Philibertia coalita,0.0
5501,Philibertia discolor,0.0
5502,Philibertia fiebrigii,0.0
5503,Philibertia fontellae,0.0
5504,Philibertia gilliesii,0.0
5505,Philibertia globiflora,0.0
5506,Philibertia latiflora,0.0
5507,Philibertia longistyla,0.0
5508,Philibertia lysimachioides,0.0
5509,Philibertia micrantha,0.0
5510,Philibertia mitophora,0.0
5511,Philibertia multiflora,0.0
5512,Philibertia navarroana,0.0
5513,Philibertia nivea,0.0
5514,Philibertia parviflora,0.0
5515,Philibertia peruviana,0.0
5516,Philibertia picta,0.0
5517,Philibertia religiosa,0.0
5518,Philibertia solanoides,0.0
5519,Philibertia speciosa,0.0
5520,Philibertia stipitata,0.0
5521,Philibertia suberecta,0.0
5522,Philibertia subnivea,0.0
5523,Philibertia tactila,0.0
5524,Philibertia tomentosa,0.0
5525,Philibertia tubata,0.0
5526,Philibertia tucumanensis,0.0
5527,Philibertia urceolata,0.0
5528,Philibertia velutina,0.0
5529,Philibertia volcanensis,0.0
5530,Philibertia zongoensis,0.0
5531,Phyllanthera bifida,0.0
5532,Phyllanthera grayi,0.0
5533,Phyllanthera lancifolia,0.0
5534,Phyllanthera multinervosa,0.0
5535,Phyllanthera nymanii,0.0
5536,Phyllanthera papillata,0.0
5537,Phyllanthera perakensis,0.0
5538,Phyllanthera piforsteriana,0.0
5539,Phyllanthera sumatrana,0.0
5540,Phyllanthera takeuchiana,0.0
5541,Piaranthus atrosanguineus,2.0
5542,Piaranthus comptus,0.0
5543,Piaranthus cornutus,0.0
5544,Piaranthus cornutus var. cornutus,0.0
5545,Piaranthus cornutus var. mennellii,0.0
5546,Piaranthus cornutus var. ruschii,0.0
5547,Piaranthus decipiens,0.0
5548,Piaranthus erratus,0.0
5549,Piaranthus fuscatus,0.0
5550,Piaranthus geminatus,0.0
5551,Piaranthus geminatus subsp. decorus,0.0
5552,Piaranthus geminatus subsp. geminatus,0.0
5553,Piaranthus parvulus,0.0
5554,Piaranthus punctatus,0.0
5555,Piaranthus punctatus var. framesii,0.0
5556,Piaranthus punctatus var. punctatus,0.0
5557,Picralima nitida,99.62569832402235
5558,Pinochia corymbosa,0.0
