,Accepted_ID,mean_air_temp,temp_seasonality,bio10,bio11,precip_amount,precip_seasonality,bio16,bio17,breakline_elevation,elevation,slope,soil_nitrogen,soil_ph,soil_soc,soil_depth,soil_ocs,water_capacity,latitude,longitude,koppen_geiger_mode,koppen_geiger_all,fullname,Accepted_Name,Accepted_Rank,Accepted_Species,Accepted_Species_ID
401,107203-2,14.54587507247925,198.417755126953,16.90687561035155,11.6685004234314,1095.939208984375,93.1975021362305,674.113983154297,45.1915016174316,2389.24096679688,2363.4249267578152,4.8264787197113055,2789.86450195312,60.6145839691162,324.770843505859,633.875,63.873809814453104,26.5,19.6081945,-99.438670527229,12,"[12, 3, 15, 6]",Galium sphagnophilum,Galium sphagnophilum,Species,Galium sphagnophilum,107203-2
402,107226-2,11.3745002746582,640.269470214844,19.91212558746335,3.72449994087219,836.006866455078,30.8732490539551,264.418762207031,142.501998901367,327.307464599609,337.267486572266,2.00843632221222,3049.2813720703152,65.9696960449219,354.166656494141,1734.25,53.5,23.5,43.643654999999995,5.94426,15,"[14, 0, 27, 7, 21, 11, 25, 26, 22, 5, 12, 15, 29, 23, 1, 8, 9, 6, 4, 18, 19, 17]",Galium spurium var. echinospermum,Galium tricornutum,Species,Galium tricornutum,107226-2
403,107226-2,11.3745002746582,640.269470214844,19.91212558746335,3.72449994087219,836.006866455078,30.8732490539551,264.418762207031,142.501998901367,327.307464599609,337.267486572266,2.00843632221222,3049.2813720703152,65.9696960449219,354.166656494141,1734.25,53.5,23.5,43.643654999999995,5.94426,15,"[14, 0, 27, 7, 21, 11, 25, 26, 22, 5, 12, 15, 29, 23, 1, 8, 9, 6, 4, 18, 19, 17]",Galium spurium subsp. tenerum,Galium tricornutum,Species,Galium tricornutum,107226-2
404,107226-2,11.3745002746582,640.269470214844,19.91212558746335,3.72449994087219,836.006866455078,30.8732490539551,264.418762207031,142.501998901367,327.307464599609,337.267486572266,2.00843632221222,3049.2813720703152,65.9696960449219,354.166656494141,1734.25,53.5,23.5,43.643654999999995,5.94426,15,"[14, 0, 27, 7, 21, 11, 25, 26, 22, 5, 12, 15, 29, 23, 1, 8, 9, 6, 4, 18, 19, 17]",Galium spurium subsp. infestum,Galium tricornutum,Species,Galium tricornutum,107226-2
405,107226-2,11.3745002746582,640.269470214844,19.91212558746335,3.72449994087219,836.006866455078,30.8732490539551,264.418762207031,142.501998901367,327.307464599609,337.267486572266,2.00843632221222,3049.2813720703152,65.9696960449219,354.166656494141,1734.25,53.5,23.5,43.643654999999995,5.94426,15,"[14, 0, 27, 7, 21, 11, 25, 26, 22, 5, 12, 15, 29, 23, 1, 8, 9, 6, 4, 18, 19, 17]",Galium tricornutum,Galium tricornutum,Species,Galium tricornutum,107226-2
406,107227-2,2.8847500085830697,1046.1531372070299,15.73624992370605,-11.106375217437751,597.4820098876955,57.12450218200685,257.4908828735355,63.6433753967285,608.3711853027345,614.6399841308595,0.7720038741826996,3033.986328125,57.7350425720215,342.775405883789,2328.75,60.0538463592529,26.40625,51.036519,-102.38144600000001,26,"[26, 27]",Galium trifidum subsp. brevipes,Galium trifidum subsp. brevipes,Subspecies,Galium trifidum,750768-1
407,107228-2,9.22249984741211,827.252502441406,19.2232503890991,-1.144999980926515,1731.61376953125,39.770250320434556,691.4930114746095,203.631744384766,684.6703491210935,744.184997558594,4.807226181030275,4558.239501953125,54.238094329834,604.2430419921875,1976.75,81.3863639831543,26.75,38.555105999999995,137.425,25,"[18, 25, 27, 26, 29, 7, 9, 19, 14, 8, 0, 6, 23, 21]",Galium trifidum subsp. columbianum,Galium trifidum subsp. columbianum,Subspecies,Galium trifidum,750768-1
408,107242-3,19.686750411987298,364.243743896484,23.70362567901615,14.433750152587901,1189.04089355469,45.0972499847412,487.552764892578,113.220626831055,187.8074798583985,192.0787506103515,2.21003150939941,2041.625,57.7083320617676,277.666656494141,1481.75,52.0769233703613,20.3125,-27.681979,152.5734,14,"[2, 3, 11, 1, 15, 14, 0, 6]",Hoya australis subsp. australis,Hoya australis subsp. australis,Subspecies,Hoya australis,98382-1
409,107254-2,21.831749916076653,530.6307373046875,28.730375289917,15.257999897003149,135.9466285705565,111.09237670898449,84.87299728393555,1.4648750424385102,448.476440429688,458.8787536621095,4.654019594192505,994.333312988281,79.6444473266602,71.5952377319336,41.25,17.6666660308838,24.1875,27.4994585,-112.59108499999999,4,[4],Galium volcanense,Galium volcanense,Species,Galium volcanense,107254-2
410,1073013-2,21.2975006103516,279.671752929688,24.5230007171631,16.97825050354,1772.79248046875,28.8542499542236,602.765502929688,283.53125,345.839324951172,370.917510986328,1.62100851535797,2539.4521484375,52.651515960693345,320.135406494141,1481.25,56.25,23.5625,-24.65,-49.410556,14,"[15, 14, 6, 2, 3, 12, 1, 0, 11, 7]",Coussarea contracta,Coussarea contracta,Species,Coussarea contracta,1073013-2
411,1073014-2,24.1695003509521,120.030250549316,25.7752494812012,21.9697494506836,1528.53100585938,78.1212463378906,759.511474609375,30.433500289917,504.623260498047,506.217498779297,1.24722504615784,1499.625,54.0208320617676,188.595138549805,2536.5,45.1875,19.0,-15.866667,-48.658055,3,"[3, 1, 11, 14, 2, 6]",Coussarea hydrangeifolia,Coussarea hydrangeifolia,Species,Coussarea hydrangeifolia,1073014-2
412,1077146-2,19.1702499389648,80.1367492675781,19.9772491455078,17.9680004119873,4014.37817382812,39.2405014038086,1261.310546875,489.766235351562,879.908569335938,1106.71752929688,6.2894606590271,4407.1875,53.8205108642578,462.769226074219,1390.75,70.125,28.625,10.25,-83.98333,2,"[2, 1, 15, 12, 3]",Notopleura tonduzii,Notopleura tonduzii,Species,Notopleura tonduzii,1077146-2
413,1078111-2,19.419750213623,336.412261962891,23.05275058746335,14.2832498550415,1063.8240356445299,73.3649978637695,512.240234375,85.7802505493164,866.0914306640625,1053.0275268554701,7.100202083587645,2655.66674804688,70.15277862548831,337.416656494141,331.0,65.3812484741211,26.03125,22.31442441651365,-99.142195,11,"[11, 6, 14, 3, 7, 12, 2]",Oldenlandia ovata,Oldenlandia ovata,Species,Oldenlandia ovata,1078111-2
414,1078518-2,24.4905004501343,69.4340019226074,25.303750038147,23.5057506561279,4008.92553710938,31.7485008239746,1261.310546875,489.766235351562,149.469528198242,148.347503662109,1.50544917583466,4258.72900390625,53.5625,434.333343505859,2873.75,62.0625,27.5625,10.4333315,-83.9124985,1,"[1, 2, 15]",Hippotis panamensis,Hippotis panamensis,Species,Hippotis panamensis,1078518-2
415,1084040-2,17.869499206543,126.164749145508,19.4575004577637,16.1439990997314,1440.74499511719,102.558250427246,873.847473144531,38.8802490234375,1927.46813964844,1918.43249511719,10.0134382247925,3682.47924804688,58.375,330.604156494141,607.0,61.0,26.4375,17.566633,-99.904167,3,[3],Bouvardia hintoniorum,Bouvardia hintoniorum,Species,Bouvardia hintoniorum,1084040-2
416,1086459-2,17.4467506408691,36.680248260498,17.9112491607666,16.9992504119873,2453.7802734375,38.3250007629395,904.38427734375,293.727996826172,1810.99169921875,1710.99255371094,8.46099376678467,4059.77783203125,53.2708320617676,620.145812988281,1638.25,92.0625,28.4375,3.75,-75.56666,15,"[15, 1, 3, 2, 29, 12, 9, 11, 6, 0]",Palicourea thyrsiflora,Palicourea thyrsiflora,Species,Palicourea thyrsiflora,1086459-2
417,1088174-2,13.84437465667725,573.436737060547,21.6422500610352,6.875,712.044250488281,47.357250213623,271.796752929688,65.4972534179688,448.53324890136696,493.035003662109,3.50944900512695,2555.97924804688,69.0208358764648,343.604156494141,1213.0,43.3846168518066,21.375,41.2807575,-3.5403884999999997,8,"[7, 8, 15, 9, 14, 26, 0, 27, 4, 19, 5, 6, 29]",Vincetoxicum nigrum,Vincetoxicum nigrum,Species,Vincetoxicum nigrum,1088174-2
418,1089673-2,25.51812553405765,35.1622505187988,25.985125541687047,25.022500038147,4288.65185546875,34.4169998168945,1599.8613891601549,541.47900390625,43.729917526245146,52.1025009155273,0.792686462402344,4136.02783203125,52.7708320617676,798.2611083984375,3821.625,64.6428604125977,28.0,6.269483,-78.96633,1,"[1, 2, 0, 3, 12]",Rustia occidentalis,Rustia occidentalis,Species,Rustia occidentalis,1089673-2
419,109024-2,24.8307495117188,103.000373840332,26.0970001220703,23.39512538909915,2268.84692382812,52.0620002746582,962.8446350097655,192.660003662109,217.04154968261702,220.577499389648,1.2762953042984049,2570.62231445312,53.0625,329.541656494141,2272.75,56.4000015258789,24.5625,3.547525,-56.3473905,1,"[14, 2, 1, 3, 12, 11, 0, 15, 7, 6, 4]",Geophila repens,Geophila repens,Species,Geophila repens,109024-2
420,109025-2,25.3950004577637,65.0307464599609,26.1352500915527,24.7377490997314,2564.52099609375,49.3847503662109,1031.25573730469,284.694763183594,148.124649047852,163.417495727539,1.03462815284729,2462.0888671875,46.0625,320.229156494141,3000.5,53.4375,22.5,3.72,-58.68,1,"[2, 1, 3]",Geophila tenuis,Geophila tenuis,Species,Geophila tenuis,109025-2
421,10947-2,25.9487495422363,52.6983757019043,26.8362503051758,25.4992504119873,2361.290283203125,41.54562377929685,883.435760498047,282.952514648438,99.7534637451172,105.139999389648,0.635768234729767,1637.99304199219,42.1777801513672,200.75,1452.0,47.5999984741211,22.5,-2.883333,-60.0481305,1,"[3, 1, 15, 2]",Ambelania duckei,Ambelania duckei,Species,Ambelania duckei,10947-2
422,1095647-2,24.48549938201905,61.4329986572266,25.09375,23.53112506866455,3296.10034179688,19.7882499694824,1060.82580566406,598.798645019531,310.842102050781,323.125,1.265608429908755,3026.5625,48.1770839691162,583.25,1828.75,60.40625,23.8125,-1.1249965,-76.40833,1,"[1, 15, 29, 2, 3]",Agouticarpa isernii,Agouticarpa isernii,Species,Agouticarpa isernii,1095647-2
423,1095818-2,22.4002494812012,365.931381225586,26.789500236511202,17.5867500305176,413.704010009766,132.671752929688,311.245239257812,2.55412495136261,475.551239013672,499.475006103516,4.81498527526855,1405.4375,73.5666656494141,110.755554199219,220.75,26.3125,23.125,23.5558305,-109.98333149999999,6,"[6, 4, 0, 7]",Stenotis arenaria,Stenotis arenaria,Species,Stenotis arenaria,1095818-2
424,1096070-2,23.98499965667725,47.067123413085895,24.54187488555905,23.1232490539551,3617.6845703125,45.915998458862305,1334.85070800781,314.74162292480503,372.537384033203,466.836242675781,4.41926860809326,4181.97900390625,52.9220771789551,396.86137390136696,4255.0,67.125,27.5625,9.360415,-80.4733315,2,"[2, 1, 15]",Notopleura camponutans,Notopleura camponutans,Species,Notopleura camponutans,1096070-2
425,1098401-2,22.4407501220703,132.709503173828,23.6579999923706,20.5456247329712,1530.108154296875,82.4712524414062,769.2611389160155,29.4109992980957,765.631591796875,777.5350036621095,2.5935833454132053,1540.14587402344,54.2916679382324,199.61458587646501,2763.25,48.71875,20.25,-14.6590275,-47.118749,3,"[3, 1, 11, 12, 0, 15, 2]",Augusta longifolia,Augusta longifolia,Species,Augusta longifolia,1098401-2
426,1104516-2,18.8980007171631,63.4580001831055,19.6000003814697,17.9249992370605,4289.21826171875,44.7852516174316,1514.802734375,397.850006103516,1237.79504394531,1177.90002441406,7.62072038650513,5275.47900390625,53.0416679382324,570.04443359375,1605.5,90.125,29.6875,9.726944,-83.77,1,"[15, 1, 2, 12]",Notopleura maxonii,Notopleura maxonii,Species,Notopleura maxonii,1104516-2
427,1112587-2,24.630249977111852,371.023742675781,29.25974941253665,19.7527503967285,386.728256225586,132.673873901367,285.3861236572265,1.830875039100645,206.930740356445,181.63999366760265,1.52122128009796,1254.13330078125,73.5666656494141,98.466667175293,192.5,24.38749980926515,23.125,23.429141,-109.51056,0,"[0, 6, 4]",Stenotis peninsularis,Stenotis peninsularis,Species,Stenotis peninsularis,1112587-2
428,1113231-2,15.1137504577637,319.864013671875,18.5480003356934,10.3892498016357,603.629516601562,64.697998046875,271.114501953125,60.6264991760254,1907.99450683594,2029.65246582031,7.35118627548218,2208.9375,74.3958358764648,320.75,669.75,57.375,25.1875,24.819809,-100.170778,7,"[7, 6, 15, 4, 5]",Stenaria nigricans var. gypsophila,Stenaria nigricans var. gypsophila,Variety,Stenaria nigricans,1059364-2
429,1114920-2,22.8479995727539,58.8300018310547,23.29075050354,21.9344997406006,2746.45043945312,42.6692504882812,999.097778320312,311.180755615234,576.759033203125,721.072509765625,4.13554954528809,3108.9375,50.2291679382324,538.666687011719,1576.75,66.1875,25.3125,-7.76622,-75.16305,1,"[1, 3, 12, 2, 15, 29]",Rudgea verticillata,Rudgea verticillata,Species,Rudgea verticillata,1114920-2
430,1115268-2,24.6832504272461,128.311996459961,26.0990009307861,22.7220001220703,1535.45629882812,59.5007514953613,729.769470214844,109.12825012207,256.653747558594,256.197509765625,1.45114016532898,2204.66674804688,55.8333339691162,263.4375,2304.0,50.75,23.375,-2.6,-67.970833,3,"[3, 6, 14, 1, 2, 15, 11, 12, 0, 4, 29, 7]",Randia armata,Randia armata,Species,Randia armata,1115268-2
431,112302-2,23.9965000152588,43.2425003051758,24.7547492980957,23.1857490539551,3631.2841796875,54.5142517089844,1310.55822753906,283.996002197266,288.570648193359,220.119995117188,3.83407855033875,4106.4443359375,53.3125,440.854156494141,3085.25,63.538459777832,28.75,9.15,-82.83,1,"[2, 1, 12, 15, 3]",Gonolobus albomarginatus,Gonolobus albomarginatus,Species,Gonolobus albomarginatus,112302-2
432,112321-2,25.5767498016357,125.273750305176,26.8815002441406,23.3932495117188,1274.96398925781,86.2486267089844,656.6906127929685,35.463249206543,244.3324127197265,259.082489013672,2.36856174468994,2515.0833740234402,64.44196319580081,299.4222259521485,1170.75,58.15625,26.0625,15.759168500000001,-89.71152799999999,3,"[3, 0, 12, 6, 11, 14, 1, 15, 7, 2, 4]",Gonolobus barbatus,Gonolobus barbatus,Species,Gonolobus barbatus,112321-2
433,112334-2,20.8974990844727,97.5400009155273,22.3767509460449,19.3209991455078,1682.17724609375,72.8984985351562,728.795471191406,95.6762466430664,973.620483398438,1135.82751464844,4.98842763900757,3652.89575195312,60.8958320617676,402.5625,2201.25,70.125,26.5625,13.88333,-86.87138,3,"[15, 3, 12, 1, 2]",Gonolobus calycosus,Gonolobus calycosus,Species,Gonolobus calycosus,112334-2
434,112349-2,22.6660003662109,171.037506103516,24.5327491760254,20.1760005950928,2934.1904296875,66.2269973754883,1390.69494628906,211.540252685547,653.091430664062,532.077514648438,5.8064546585083,3415.822265625,60.533332824707,355.666656494141,440.5,62.7999992370605,26.625,16.401667,-91.284561,2,"[2, 1]",Gonolobus dasystephanus,Gonolobus dasystephanus,Species,Gonolobus dasystephanus,112349-2
435,112360-2,18.8024997711182,212.479248046875,21.91437530517575,15.1805000305176,1172.13537597656,75.6110000610352,643.876251220703,68.74887466430664,1318.26037597656,1376.39001464844,5.67793607711792,2579.8646240234402,63.1979160308838,322.42430114746105,794.375,59.25,26.4375,19.654722,-98.77,3,"[11, 3, 6, 15, 12, 14, 7, 2, 5, 1]",Gonolobus erianthus,Gonolobus erianthus,Species,Gonolobus erianthus,112360-2
436,112370-2,18.25862503051755,738.808624267578,26.77837467193605,8.3926248550415,1241.4981079101549,22.0362491607666,374.7815093994145,234.41300201415999,105.468147277832,107.252502441406,0.437504917383194,2183.08325195312,57.2666664123535,231.071426391602,1228.625,42.7000007629395,22.3125,32.90369,-88.49027,14,"[14, 25, 0]",Gonolobus gonocarpos,Gonolobus gonocarpos,Species,Gonolobus gonocarpos,112370-2
437,112396-2,23.9290008544922,172.444244384766,25.8810005187988,21.3672504425049,2215.0584716796848,59.548500061035156,937.921142578125,176.038757324219,405.196685791016,380.627502441406,2.73648858070374,3466.33325195312,61.0625,353.854156494141,314.25,66.6875,27.25,16.8172225,-90.035539,2,"[3, 2, 1, 15, 12, 7]",Gonolobus leianthus,Gonolobus leianthus,Species,Gonolobus leianthus,112396-2
438,112409-2,19.7407493591309,208.1383743286135,22.6197490692139,16.7455005645752,1329.228515625,104.169998168945,828.785766601563,27.5012493133545,1368.11352539062,1596.869995117185,5.07690715789795,2898.52075195312,62.165971755981445,269.458343505859,323.625,53.0625,27.125,18.92,-100.28,3,"[3, 12, 11]",Gonolobus megalocarpus,Gonolobus megalocarpus,Species,Gonolobus megalocarpus,112409-2
439,112420-2,23.7347507476807,50.3362503051758,24.4139995574951,23.1965007781982,3613.94311523438,54.5592498779297,1334.85070800781,261.126007080078,349.454284667969,367.882507324219,3.83407855033875,3875.66674804688,53.0208320617676,441.708343505859,4865.25,64.0,25.625,8.78333,-80.133333,2,"[2, 3, 15, 1]",Gonolobus ophioglossa,Gonolobus ophioglossa,Species,Gonolobus ophioglossa,112420-2
440,112448-2,25.9412498474121,179.133743286133,27.7272491455078,23.4034996032715,1225.15625,57.0067481994629,531.51123046875,109.539749145508,30.8199443817139,29.4524993896484,0.178733065724373,3962.5625,72.6666641235352,435.166656494141,176.25,80.3125,28.625,19.729167,-88.57,3,"[3, 2, 0, 6]",Gonolobus stenanthus,Gonolobus stenanthus,Species,Gonolobus stenanthus,112448-2
441,112451-2,17.13337516784665,124.376251220703,18.48649978637695,15.6142497062683,1743.86145019531,77.8817520141602,785.245483398438,88.1719970703125,1942.76733398438,1769.11755371094,4.46935033798218,3051.29174804688,59.4583320617676,359.479156494141,1326.375,73.4375,27.5,16.7206565,-92.458058,12,"[12, 15, 3, 2, 1]",Gonolobus stenosepalus,Gonolobus stenosepalus,Species,Gonolobus stenosepalus,112451-2
442,112457-2,18.3877506256104,743.5576477050785,26.9372491836548,8.517125129699705,1231.29248046875,20.8182506561279,366.589996337891,247.61824798584001,153.783935546875,152.807495117188,0.423609733581543,1889.5,55.677778244018555,219.600006103516,1394.375,42.0,22.3125,32.9268125,-91.129658,14,"[14, 25, 0, 4, 7]",Gonolobus suberosus,Gonolobus suberosus,Species,Gonolobus suberosus,112457-2
443,112476-2,20.2662506103516,181.789245605469,22.4440002441406,17.0669994354248,1984.66455078125,65.0962524414062,909.129272460938,148.718994140625,1018.32135009766,966.559997558594,4.79090690612793,3178.5,56.8444442749023,343.238098144531,483.25,67.7692337036133,26.75,16.879361,-94.779722,3,"[3, 15, 2, 12, 14, 1, 7]",Gonolobus xanthotrichus,Gonolobus xanthotrichus,Species,Gonolobus xanthotrichus,112476-2
444,112486-2,19.6644992828369,23.9332504272461,19.8589992523193,19.4697494506836,2914.42724609375,33.5849990844727,977.104248046875,454.938751220703,1402.54016113281,1411.79748535156,6.15708446502686,4353.10400390625,51.3809509277344,681.291687011719,1400.0,100.3125,28.6875,5.505556,-75.680361,1,"[15, 1, 2]",Gonzalagunia asperula,Gonzalagunia asperula,Species,Gonzalagunia asperula,112486-2
445,112490-2,23.858250617981,61.7282485961914,24.6585006713867,22.72075080871585,3287.8505859375,23.59312534332275,1049.1109008789049,555.72998046875,428.728546142578,425.366241455078,1.48200261592865,3024.07592773438,49.9166641235352,589.291687011719,1788.875,61.03125,24.53125,-3.474995,-76.185,1,"[1, 2, 15, 12, 3, 29]",Gonzalagunia bunchosioides,Gonzalagunia bunchosioides,Species,Gonzalagunia bunchosioides,112490-2
446,112505-2,24.729624748230002,112.65650177002,26.0044994354248,23.1907501220703,2043.634765625,34.1506252288818,674.949249267578,286.825134277344,154.096954345703,226.892501831055,3.22428321838379,3527.16674804688,53.9166679382324,431.9375,1573.0,73.0,27.625,18.322297,-66.482316,1,"[1, 3, 15, 2, 0, 12, 6]",Gonzalagunia hirsuta,Gonzalagunia hirsuta,Species,Gonzalagunia hirsuta,112505-2
447,112515-2,19.2084999084473,61.785749435424805,19.7607498168945,18.1905002593994,3154.1864013671902,20.73699951171875,1141.071655273435,552.49951171875,1313.34765625,1405.46252441406,7.64777851104736,4317.44775390625,51.1770839691162,892.78125,1408.25,85.25,28.875,-0.549995,-78.11802,1,"[1, 15, 3, 2, 29]",Gonzalagunia killipii,Gonzalagunia killipii,Species,Gonzalagunia killipii,112515-2
448,112517-2,18.4405002593994,62.8009986877441,19.1502494812012,17.4965000152588,4289.21826171875,39.2405014038086,1537.24780273438,497.428253173828,1306.68420410156,1479.0625,7.98896408081055,5005.23095703125,53.8205108642578,576.488891601562,585.25,78.9230804443359,32.875,9.752778,-83.783333,1,"[15, 1, 2, 12]",Gonzalagunia longithyrsa,Gonzalagunia longithyrsa,Species,Gonzalagunia longithyrsa,112517-2
449,1125204-2,24.30762481689455,61.7567501068115,25.24437522888185,23.3697490692139,3437.939208984375,26.47725009918215,1091.16052246094,542.896881103516,333.92243957519554,319.84249877929653,1.1414267420768751,3076.72900390625,48.87986183166505,555.010437011719,1816.75,59.84375,24.78125,-0.9333335,-75.66499999999999,1,"[1, 2, 15, 14, 12]",Notopleura plagiantha,Notopleura plagiantha,Species,Notopleura plagiantha,1125204-2
450,112531-2,25.5979995727539,33.2672500610352,26.0410003662109,25.144250869751,3298.56567382812,55.2722511291504,1262.49645996094,179.502243041992,123.853187561035,142.3125,1.80965971946716,3873.7083740234402,53.1666679382324,417.04443359375,4519.75,56.837499618530245,27.25,8.68,-79.266667,2,"[2, 1, 0, 3, 15]",Gonzalagunia rudis,Gonzalagunia rudis,Species,Gonzalagunia rudis,112531-2
451,112536-2,16.8523750305176,56.9532508850098,17.342624664306648,15.818999767303449,4463.55322265625,21.0622501373291,1425.68872070312,840.8973693847655,1766.119140625,1743.9375,8.124717473983765,4235.395751953125,50.96875,804.0,1148.875,102.75,29.4375,0.358315,-77.83333,1,"[15, 1, 2, 29, 12]",Gonzalagunia sororia,Gonzalagunia sororia,Species,Gonzalagunia sororia,112536-2
452,112540-2,19.3802509307861,155.277252197266,21.1497497558594,16.9599990844727,2744.5673828125,59.8997497558594,1150.07250976562,205.323257446289,1099.09143066406,1137.0625,5.89277505874634,4228.3125,57.8958320617676,429.104156494141,361.75,70.9375,27.5,16.111667,-92.105,2,"[12, 2, 1, 3]",Gonzalagunia thyrsoidea,Gonzalagunia thyrsoidea,Species,Gonzalagunia thyrsoidea,112540-2
453,1125915-2,25.7917499542236,149.890747070312,27.4044990539551,23.62662506103515,1153.8207397460951,75.6104965209961,542.424011230469,62.6527481079102,96.1232681274414,90.2200012207031,1.321691513061525,2625.91674804688,67.0256423950195,318.52827453613304,727.75,58.7857131958008,26.5625,18.364711,-88.9388945,3,"[3, 6, 0, 1, 2, 12, 11, 15, 7]",Exostema caribaeum,Exostema caribaeum,Species,Exostema caribaeum,1125915-2
454,112748-3,18.2087497711182,392.135498046875,22.7317504882812,12.6560001373291,1010.51300048828,44.341251373291,402.659484863281,112.977500915527,330.030456542969,366.380004882812,2.40667533874512,2111.04174804688,58.75,279.833343505859,1242.75,53.6875,21.0625,-28.173404,152.367751,14,"[14, 15, 11, 3, 6]",Denhamia pittosporoides subsp. pittosporoides,Denhamia pittosporoides subsp. pittosporoides,Subspecies,Denhamia pittosporoides,160631-1
455,1139608-2,23.7777500152588,111.70874786377,25.0227508544922,21.7565002441406,1581.37048339844,77.1602478027344,798.287475585938,41.039249420166,593.379516601562,607.284973144531,1.25608861446381,1522.4375,53.2857131958008,192.875,2587.25,46.6875,20.4375,-15.5916,-49.01667,3,"[3, 11, 14, 2, 1, 12, 29, 6, 0]",Rudgea viburnoides,Rudgea viburnoides,Species,Rudgea viburnoides,1139608-2
456,114500-2,24.4702491760254,57.8482513427734,25.1319999694824,23.6087493896484,2389.2978515625,26.6647491455078,839.770751953125,428.03173828125,356.409973144531,323.125,0.923105120658875,2728.27075195312,49.9791679382324,589.291687011719,2000.0,60.375,24.5,-1.666667,-75.899556,1,"[1, 3, 15, 2, 29]",Guettarda comata,Guettarda comata,Species,Guettarda comata,114500-2
457,114510-2,18.95075035095215,50.3362503051758,19.6000003814697,18.04949951171875,3380.58740234375,39.19700050354005,1234.58471679688,365.738494873047,1306.5927734375,1329.04248046875,7.3586442470550555,4373.802001953125,52.8125,597.541687011719,1765.875,86.4375,28.75,5.7460395,-77.6500015,1,"[15, 1, 12, 2, 3, 29, 9, 14, 0]",Guettarda crispiflora,Guettarda crispiflora,Species,Guettarda crispiflora,114510-2
458,114511-2,20.4769992828369,44.8947486877441,20.9500007629395,19.9165000915527,2815.4033203125,53.0012512207031,1202.09851074219,174.669494628906,1182.77844238281,1152.0400390625,7.57273197174072,3826.35400390625,51.875,411.520843505859,3050.75,65.875,27.1875,7.0758,-73.933333,2,"[12, 2, 1, 3, 15]",Guettarda crispiflora subsp. discolor,Guettarda crispiflora subsp. discolor,Subspecies,Guettarda crispiflora,114510-2
459,114518-2,24.1812496185303,147.205505371094,25.9395008087158,22.3787498474121,1347.43371582031,69.4089965820312,593.250732421875,63.8757514953613,609.041564941406,635.827514648438,3.59301471710205,2939.79174804688,65.5416641235352,338.30207824707054,1628.25,66.6875,26.4375,14.58694,-88.24,3,"[3, 2]",Guettarda deamii,Guettarda deamii,Species,Guettarda deamii,114518-2
460,114522-2,23.8607501983643,126.458999633789,25.2730007171631,22.0167503356934,1914.07824707031,30.5912494659424,602.53173828125,300.144256591797,284.850402832031,226.892501831055,3.52818846702576,3229.21435546875,56.6041679382324,373.577789306641,1797.0,73.375,26.5,18.83333,-70.3,1,"[1, 3]",Guettarda dictyophylla,Guettarda dictyophylla,Species,Guettarda dictyophylla,114522-2
461,114524-2,26.7294998168945,88.7062530517578,27.7157497406006,25.392749786377,1618.98620605469,76.8665008544922,882.075256347656,102.368499755859,139.0,135.309997558594,0.416700214147568,1451.11462402344,55.1875,202.41249847412098,3963.25,44.5,19.375,3.4,-60.9235,3,"[3, 2, 1, 6]",Guettarda divaricata,Guettarda divaricata,Species,Guettarda divaricata,114524-2
462,114528-2,25.7534999847412,176.533996582031,27.5877494812012,23.4002494812012,1170.7900390625,69.1989974975586,579.588500976562,78.2594985961914,77.1052627563477,68.5299987792969,0.54325407743454,2872.45825195312,67.5,330.5,298.0,61.5,26.5625,19.385,-89.92444,3,"[3, 1, 11, 0, 2, 6, 14, 12, 15, 7]",Guettarda elliptica,Guettarda elliptica,Species,Guettarda elliptica,114528-2
463,114536-2,25.7042503356934,179.606506347656,27.5114994049072,23.2597503662109,1085.1142578125,69.6117477416992,543.606018066406,77.7285003662109,216.99446105957,201.085006713867,0.661549508571625,2872.45825195312,72.4375,335.25,116.0,75.3125,27.125,18.613611,-89.912778,3,"[3, 11, 6, 0]",Guettarda filipes,Guettarda filipes,Species,Guettarda filipes,114536-2
464,114537-2,25.2455005645752,53.3147506713867,26.018624305725098,24.21875,3289.1732177734348,57.4162483215332,1316.15625,179.790252685547,112.759002685547,176.1262512207035,2.2336410284042403,3757.19995117188,54.0729179382324,369.19792175292946,4426.0,59.006250381469755,26.96875,9.703889,-84.16,2,"[2, 1, 6, 3, 0]",Guettarda foliacea,Guettarda foliacea,Species,Guettarda foliacea,114537-2
465,114541-2,26.0629997253418,179.471496582031,27.8992500305176,23.527250289917,1163.99853515625,59.4102516174316,534.386779785156,97.0589981079102,139.587265014648,128.287506103516,0.467084527015686,3503.6041259765598,72.4166641235352,382.270843505859,176.25,80.25,29.5,18.63333,-89.461111,3,"[3, 1, 2, 6, 7]",Guettarda gaumeri,Guettarda gaumeri,Species,Guettarda gaumeri,114541-2
466,114550-2,24.0582504272461,168.21549987793,26.2520008087158,22.1319999694824,571.169250488281,109.089996337891,376.580505371094,6.20650005340576,32.2188377380371,99.7050018310547,2.37820219993591,2211.37493896484,70.6562519073486,162.293056488037,307.75,35.75,24.34375,18.775,-110.9583315,0,"[0, 7, 3]",Guettarda insularis,Guettarda insularis,Species,Guettarda insularis,114550-2
467,114554-2,25.3560009002686,105.198997497559,26.5862503051758,23.9012508392334,888.095275878906,46.7745018005371,331.082000732422,86.1009979248047,241.42658996582,207.057495117188,3.54037237167358,2482.27270507812,71.3939437866211,408.805541992188,1994.25,57.7272720336914,26.1875,18.17,-71.2,3,"[3, 15, 2]",Guettarda lamprophylla,Guettarda lamprophylla,Species,Guettarda lamprophylla,114554-2
